Data,Timestamp,Wall_Time,MPU_Temp,IMU_Ax,IMU_Ay,IMU_Az,IMU_Gx,IMU_Gy,IMU_Gz,MSU_Ax,MSU_Ay,MSU_Az,Baro_Temp,Baro
14,1539391065.2875817,2018-10-13_083745,45.878,0.108,-0.057,0.949,-0.9,-0.221,-0.412,53.418,-27.063,82.322,43.23,1019.4841796875
15,1539391065.417561,2018-10-13_083745,45.833,0.105,-0.059,0.95,-0.832,-0.038,-0.443,52.183,-27.24,80.788,43.24,1019.482421875
16,1539391065.547161,2018-10-13_083745,45.848,0.108,-0.055,0.949,-0.71,-0.206,-0.42,52.889,-26.178,81.47,43.24,1019.490234375
17,1539391065.6809871,2018-10-13_083745,45.869,0.108,-0.054,0.949,-0.763,-0.183,-0.397,52.536,-26.178,81.47,43.25,1019.5310546875
18,1539391065.8048663,2018-10-13_083745,45.845,0.109,-0.06,0.949,-0.801,-0.229,-0.542,52.889,-26.886,81.81,43.25,1019.5102734375
19,1539391065.9341476,2018-10-13_083745,45.881,0.108,-0.058,0.947,-0.816,-0.153,-0.504,0,0,0,43.26,1019.5069140625
20,1539391066.0514145,2018-10-13_083746,45.842,0.106,-0.059,0.946,-0.763,-0.29,-0.397,51.302,-25.294,81.64,43.26,1019.4965625
21,1539391066.18413,2018-10-13_083746,45.875,0.108,-0.058,0.944,-0.9,-0.145,-0.526,0,0,0,43.26,1019.4865625
22,1539391066.3139808,2018-10-13_083746,45.896,0.106,-0.059,0.949,-0.793,-0.137,-0.42,52.889,-26.886,81.47,43.26,1019.4982421875
23,1539391066.4408135,2018-10-13_083746,45.878,0.107,-0.058,0.947,-0.763,-0.198,-0.534,53.946,-26.178,80.447,43.26,1019.4956640625
24,1539391066.5649025,2018-10-13_083746,45.869,0.108,-0.06,0.945,-0.893,-0.237,-0.443,54.475,-26.355,80.958,43.26,1019.49046875
25,1539391066.6915522,2018-10-13_083746,45.857,0.109,-0.056,0.949,-0.916,-0.214,-0.504,51.478,-26.178,81.47,43.26,1019.49953125
26,1539391066.8223186,2018-10-13_083746,45.866,0.107,-0.059,0.95,-0.74,-0.221,-0.511,54.828,-25.294,80.958,43.26,1019.49953125
27,1539391066.9525006,2018-10-13_083746,45.878,0.108,-0.059,0.95,-0.626,-0.206,-0.58,51.831,-25.117,81.47,43.26,1019.5047265625
28,1539391067.0820065,2018-10-13_083747,45.866,0.107,-0.057,0.949,-0.793,-0.168,-0.412,53.418,-25.648,79.936,43.26,1019.4926171875
29,1539391067.203871,2018-10-13_083747,45.884,0.109,-0.059,0.947,-0.793,-0.153,-0.504,53.594,-26.178,82.151,43.27,1019.505625
30,1539391067.3224487,2018-10-13_083747,45.881,0.108,-0.058,0.948,-0.984,-0.084,-0.45,51.655,-25.294,82.322,43.27,1019.500546875
31,1539391067.4528778,2018-10-13_083747,45.869,0.107,-0.059,0.951,-0.862,-0.198,-0.549,0,0,0,43.27,1019.507890625
32,1539391067.5752432,2018-10-13_083747,45.878,0.106,-0.058,0.946,-0.725,0.069,-0.45,0,0,0,43.27,1019.502265625
33,1539391067.6938984,2018-10-13_083747,45.896,0.109,-0.059,0.947,-0.832,-0.168,-0.549,52.007,-27.063,83.344,43.27,1019.5009375
34,1539391067.818045,2018-10-13_083747,45.902,0.109,-0.058,0.949,-0.824,-0.13,-0.526,53.946,-26.178,80.447,43.27,1019.511328125
35,1539391067.941143,2018-10-13_083747,45.905,0.106,-0.059,0.947,-0.771,-0.069,-0.488,52.36,-26.355,80.958,43.28,1019.4896484375
36,1539391068.0657232,2018-10-13_083748,45.866,0.108,-0.058,0.95,-0.786,-0.13,-0.412,52.889,-23.702,82.151,43.28,1019.5066015625
37,1539391068.1853654,2018-10-13_083748,45.908,0.107,-0.057,0.948,-0.916,-0.183,-0.435,53.418,-27.417,81.64,43.28,1019.5066015625
38,1539391068.3080764,2018-10-13_083748,45.896,0.108,-0.058,0.949,-0.839,-0.198,-0.481,53.77,-26.355,82.663,43.28,1019.503984375
39,1539391068.4381166,2018-10-13_083748,45.899,0.108,-0.058,0.948,-0.9,-0.221,-0.374,53.065,-26.002,82.322,43.28,1019.493125
40,1539391068.568891,2018-10-13_083748,45.902,0.111,-0.057,0.948,-0.862,-0.069,-0.488,54.475,-26.002,81.299,43.28,1019.4926953125
41,1539391068.693632,2018-10-13_083748,45.896,0.107,-0.058,0.949,-0.916,-0.366,-0.45,53.065,-27.063,80.958,43.29,1019.51046875
42,1539391068.8390663,2018-10-13_083748,45.893,0.11,-0.059,0.945,-0.717,-0.16,-0.465,53.418,-26.709,81.981,43.29,1019.5069921875
43,1539391068.9859757,2018-10-13_083748,45.857,0.108,-0.058,0.948,-0.748,-0.076,-0.404,52.183,-25.825,82.151,43.29,1019.486171875
44,1539391069.1256778,2018-10-13_083749,45.926,0.11,-0.056,0.952,-0.839,-0.031,-0.488,52.889,-25.825,81.81,43.29,1019.500625
45,1539391069.2610495,2018-10-13_083749,45.917,0.109,-0.056,0.948,-0.854,-0.084,-0.496,53.594,-27.24,84.197,43.3,1019.5153515625
46,1539391069.401301,2018-10-13_083749,45.908,0.11,-0.055,0.947,-1.007,-0.244,-0.488,53.065,-25.648,84.367,43.3,1019.512265625
47,1539391069.5289953,2018-10-13_083749,45.92,0.109,-0.058,0.949,-0.908,-0.015,-0.481,52.889,-26.886,82.492,43.3,1019.526171875
48,1539391069.6756878,2018-10-13_083749,45.878,0.107,-0.058,0.951,-0.839,-0.092,-0.519,54.828,-27.417,82.663,43.3,1019.484140625
49,1539391069.8116279,2018-10-13_083749,45.914,0.108,-0.058,0.948,-0.862,-0.145,-0.549,53.418,-26.002,82.663,43.3,1019.4983984375
50,1539391069.9333591,2018-10-13_083749,45.887,0.109,-0.058,0.948,-0.824,-0.175,-0.488,53.065,-26.709,81.299,43.3,1019.5196484375
51,1539391070.0718956,2018-10-13_083750,45.908,0.109,-0.057,0.945,-0.87,-0.114,-0.359,0,0,0,43.31,1019.5044921875
52,1539391070.1912344,2018-10-13_083750,45.905,0.107,-0.057,0.947,-0.832,-0.351,-0.443,0,0,0,43.31,1019.525546875
53,1539391070.3081532,2018-10-13_083750,45.893,0.11,-0.059,0.949,-0.885,-0.16,-0.42,53.065,-26.355,80.617,43.31,1019.5307421875
54,1539391070.43605,2018-10-13_083750,45.947,0.108,-0.058,0.946,-0.984,-0.183,-0.511,0,0,0,43.31,1019.5155859375
55,1539391070.5561154,2018-10-13_083750,45.929,0.107,-0.06,0.949,-0.893,-0.191,-0.504,0,0,0,43.31,1019.4965234375
56,1539391070.67503,2018-10-13_083750,45.938,0.108,-0.059,0.945,-0.832,-0.175,-0.595,53.594,-25.825,81.129,43.32,1019.5176953125
57,1539391070.7990212,2018-10-13_083750,45.938,0.108,-0.057,0.948,-0.702,-0.328,-0.458,52.536,-26.532,81.81,43.31,1019.4860546875
58,1539391070.9226868,2018-10-13_083750,45.911,0.107,-0.059,0.951,-0.74,-0.168,-0.336,52.36,-26.355,82.322,43.31,1019.4965234375
59,1539391071.0477707,2018-10-13_083751,45.923,0.11,-0.058,0.948,-0.763,-0.237,-0.389,53.77,-28.124,80.276,43.32,1019.5225
60,1539391071.1836765,2018-10-13_083751,45.902,0.106,-0.056,0.951,-0.717,-0.244,-0.488,55.18,-26.709,83.004,43.31,1019.5225
61,1539391071.339804,2018-10-13_083751,45.917,0.106,-0.058,0.95,-0.809,-0.114,-0.534,53.77,-26.002,80.276,43.32,1019.502109375
62,1539391071.4873114,2018-10-13_083751,45.935,0.108,-0.059,0.946,-0.725,-0.031,-0.458,53.594,-27.24,82.492,43.32,1019.5168359375
63,1539391071.6288564,2018-10-13_083751,45.905,0.108,-0.056,0.948,-0.862,-0.305,-0.565,54.123,-26.709,82.663,43.32,1019.51296875
64,1539391071.7738726,2018-10-13_083751,45.944,0.107,-0.057,0.95,-0.931,-0.175,-0.465,53.241,-27.24,84.197,43.32,1019.5142578125
65,1539391071.9297605,2018-10-13_083751,45.935,0.11,-0.057,0.949,-0.755,-0.16,-0.427,0,0,0,43.33,1019.513046875
66,1539391072.0492089,2018-10-13_083752,45.956,0.107,-0.058,0.951,-0.916,-0.221,-0.427,0,0,0,43.33,1019.4955859375
67,1539391072.1829352,2018-10-13_083752,45.953,0.111,-0.056,0.948,-0.816,-0.13,-0.526,0,0,0,43.33,1019.5030859375
68,1539391072.3020668,2018-10-13_083752,45.935,0.107,-0.058,0.948,-0.839,-0.183,-0.427,0,0,0,43.34,1019.5017578125
69,1539391072.4144557,2018-10-13_083752,45.956,0.109,-0.058,0.952,-0.938,-0.252,-0.435,51.831,-26.178,81.81,43.34,1019.5182421875
70,1539391072.5318272,2018-10-13_083752,45.968,0.107,-0.056,0.948,-0.916,-0.305,-0.45,52.712,-24.586,81.299,43.34,1019.5169140625
71,1539391072.6526532,2018-10-13_083752,45.947,0.108,-0.057,0.947,-0.809,-0.351,-0.519,53.241,-25.471,82.492,43.34,1019.53078125
72,1539391072.7955751,2018-10-13_083752,45.95,0.107,-0.057,0.942,-0.74,-0.198,-0.534,52.712,-25.648,81.64,43.34,1019.493984375
73,1539391072.9310048,2018-10-13_083752,45.956,0.106,-0.058,0.948,-0.946,-0.252,-0.488,53.946,-26.178,81.47,43.34,1019.5095703125
74,1539391073.0600176,2018-10-13_083753,45.944,0.106,-0.057,0.947,-0.839,-0.069,-0.435,51.478,-26.532,82.151,43.34,1019.4995703125
75,1539391073.1852946,2018-10-13_083753,45.941,0.106,-0.06,0.947,-0.832,-0.099,-0.496,52.007,-27.063,81.299,43.34,1019.51171875
76,1539391073.3144677,2018-10-13_083753,45.971,0.109,-0.057,0.951,-0.778,-0.153,-0.572,52.36,-25.294,82.322,43.35,1019.5121484375
77,1539391073.4364889,2018-10-13_083753,45.92,0.11,-0.057,0.946,-0.839,-0.015,-0.42,53.065,-26.355,80.958,43.34,1019.5099609375
78,1539391073.5673735,2018-10-13_083753,45.977,0.106,-0.058,0.948,-0.664,-0.252,-0.519,52.36,-27.417,80.958,43.35,1019.5121484375
79,1539391073.7028346,2018-10-13_083753,45.983,0.11,-0.058,0.948,-0.877,-0.107,-0.435,53.065,-24.94,81.64,43.34,1019.523828125
80,1539391073.8234012,2018-10-13_083753,45.956,0.107,-0.059,0.949,-0.862,-0.267,-0.374,54.652,-26.178,80.788,43.35,1019.4948046875
81,1539391073.9542842,2018-10-13_083753,45.983,0.106,-0.057,0.948,-0.786,-0.198,-0.519,53.418,-24.586,82.663,43.34,1019.49609375
82,1539391074.085942,2018-10-13_083754,45.947,0.108,-0.06,0.951,-0.839,-0.29,-0.496,53.065,-26.002,82.663,43.35,1019.5091015625
83,1539391074.2112026,2018-10-13_083754,45.935,0.11,-0.057,0.949,-0.862,-0.153,-0.45,53.418,-26.002,81.981,43.35,1019.50734375
84,1539391074.3403866,2018-10-13_083754,45.956,0.109,-0.056,0.945,-0.679,-0.237,-0.465,0,0,0,43.35,1019.506953125
85,1539391074.461879,2018-10-13_083754,45.947,0.11,-0.057,0.952,-0.74,0.0,-0.42,52.889,-26.532,82.833,43.35,1019.515625
86,1539391074.5866086,2018-10-13_083754,45.95,0.11,-0.056,0.946,-0.916,-0.229,-0.488,53.77,-28.124,79.936,43.35,1019.5104296875
87,1539391074.7132518,2018-10-13_083754,45.944,0.108,-0.059,0.946,-0.824,-0.084,-0.336,54.299,-26.178,82.833,43.34,1019.5099609375
88,1539391074.839416,2018-10-13_083754,45.965,0.108,-0.06,0.948,-0.801,-0.259,-0.389,53.418,-27.063,80.276,43.34,1019.5376953125
89,1539391074.9611485,2018-10-13_083754,45.968,0.109,-0.06,0.946,-0.847,-0.275,-0.443,52.712,-24.94,81.64,43.34,1019.51515625
90,1539391075.0745168,2018-10-13_083755,45.956,0.107,-0.06,0.947,-0.717,-0.114,-0.45,53.065,-25.294,81.299,43.34,1019.5281640625
91,1539391075.2011783,2018-10-13_083755,45.989,0.108,-0.06,0.948,-0.862,-0.214,-0.42,53.77,-26.709,81.981,43.35,1019.514453125
92,1539391075.3261902,2018-10-13_083755,45.971,0.108,-0.059,0.95,-0.725,-0.206,-0.45,54.475,-26.355,82.322,43.35,1019.513125
93,1539391075.4587817,2018-10-13_083755,45.962,0.108,-0.057,0.948,-0.854,-0.099,-0.458,52.889,-26.178,81.129,43.35,1019.5183203125
94,1539391075.5941098,2018-10-13_083755,45.983,0.109,-0.058,0.949,-0.809,-0.153,-0.504,52.889,-25.825,82.492,43.36,1019.49796875
95,1539391075.7117207,2018-10-13_083755,45.995,0.107,-0.059,0.947,-0.832,-0.145,-0.305,51.831,-26.178,82.492,43.35,1019.523515625
96,1539391075.848592,2018-10-13_083755,45.944,0.107,-0.057,0.945,-0.862,-0.221,-0.435,53.946,-28.301,83.515,43.35,1019.5079296875
97,1539391075.9844072,2018-10-13_083755,45.98,0.108,-0.058,0.948,-0.885,-0.336,-0.458,52.536,-26.886,83.174,43.36,1019.517421875
98,1539391076.1209135,2018-10-13_083756,45.974,0.109,-0.056,0.949,-0.877,-0.183,-0.42,53.065,-28.832,80.617,43.35,1019.506171875
99,1539391076.2493522,2018-10-13_083756,45.974,0.108,-0.059,0.95,-0.87,-0.229,-0.336,53.946,-26.178,82.151,43.35,1019.5166015625
100,1539391076.3724966,2018-10-13_083756,46.004,0.106,-0.058,0.949,-0.847,-0.13,-0.427,52.536,-25.471,81.129,43.36,1019.5226171875
101,1539391076.500795,2018-10-13_083756,46.007,0.108,-0.057,0.947,-0.824,-0.153,-0.458,51.831,-26.886,81.81,43.36,1019.517421875
102,1539391076.6289709,2018-10-13_083756,46.01,0.108,-0.059,0.947,-0.61,-0.061,-0.542,52.712,-25.294,80.958,43.36,1019.5183203125
103,1539391076.7532444,2018-10-13_083756,45.974,0.107,-0.06,0.948,-0.74,-0.145,-0.389,53.065,-24.94,81.64,43.36,1019.517109375
104,1539391076.8848352,2018-10-13_083756,45.98,0.11,-0.056,0.951,-0.732,0.031,-0.534,55.533,-27.417,81.981,43.37,1019.5172265625
105,1539391077.013214,2018-10-13_083757,45.992,0.107,-0.059,0.947,-0.687,-0.122,-0.443,54.299,-26.532,83.174,43.37,1019.499375
106,1539391077.1401713,2018-10-13_083757,45.983,0.108,-0.058,0.948,-0.854,-0.092,-0.374,52.536,-25.825,81.81,43.37,1019.501640625
107,1539391077.276589,2018-10-13_083757,45.995,0.109,-0.057,0.951,-0.839,-0.343,-0.435,53.946,-26.532,81.81,43.37,1019.5085546875
108,1539391077.4038632,2018-10-13_083757,45.968,0.107,-0.057,0.949,-0.862,0.031,-0.496,54.475,-27.417,82.663,43.37,1019.5379296875
109,1539391077.526444,2018-10-13_083757,46.001,0.11,-0.057,0.946,-0.771,-0.168,-0.45,53.418,-26.002,82.322,43.37,1019.529375
110,1539391077.6648235,2018-10-13_083757,46.01,0.109,-0.059,0.947,-0.885,-0.069,-0.45,54.123,-26.709,81.981,43.37,1019.520703125
111,1539391077.7873652,2018-10-13_083757,45.998,0.108,-0.058,0.943,-0.854,-0.282,-0.45,53.946,-24.763,81.47,43.37,1019.5032421875
112,1539391077.9149249,2018-10-13_083757,45.983,0.106,-0.058,0.949,-0.885,-0.145,-0.45,0,0,0,43.37,1019.53109375
113,1539391078.0382628,2018-10-13_083758,45.977,0.109,-0.059,0.95,-0.832,-0.229,-0.45,0,0,0,43.37,1019.5032421875
114,1539391078.1586323,2018-10-13_083758,46.004,0.108,-0.06,0.948,-0.71,-0.061,-0.542,0,0,0,43.37,1019.518828125
115,1539391078.2777243,2018-10-13_083758,45.998,0.109,-0.059,0.946,-0.824,-0.084,-0.313,52.536,-26.532,81.129,43.37,1019.5189453125
116,1539391078.4057078,2018-10-13_083758,45.98,0.107,-0.058,0.949,-0.71,-0.137,-0.328,54.299,-26.886,83.856,43.37,1019.5240234375
117,1539391078.5350273,2018-10-13_083758,46.004,0.108,-0.058,0.947,-0.832,-0.229,-0.504,0,0,0,43.37,1019.5155078125
118,1539391078.6583405,2018-10-13_083758,46.016,0.107,-0.059,0.95,-0.885,-0.343,-0.511,52.36,-25.648,83.004,43.37,1019.51421875
119,1539391078.7784603,2018-10-13_083758,45.998,0.107,-0.058,0.946,-0.854,-0.221,-0.42,53.241,-25.471,80.788,43.38,1019.4990234375
120,1539391078.9040656,2018-10-13_083758,45.992,0.108,-0.059,0.947,-0.824,-0.191,-0.45,0,0,0,43.38,1019.50421875
121,1539391079.0310984,2018-10-13_083759,46.013,0.107,-0.06,0.946,-0.748,-0.229,-0.496,52.183,-25.825,83.856,43.38,1019.5111328125
122,1539391079.1593041,2018-10-13_083759,45.998,0.108,-0.058,0.948,-0.793,-0.16,-0.565,53.065,-26.709,82.663,43.38,1019.497734375
123,1539391079.2805066,2018-10-13_083759,46.01,0.107,-0.058,0.948,-0.824,-0.145,-0.481,52.183,-27.947,83.515,43.38,1019.5072265625
124,1539391079.4028254,2018-10-13_083759,45.962,0.108,-0.055,0.949,-0.839,-0.145,-0.404,53.241,-26.178,82.492,43.38,1019.5158984375
125,1539391079.5336878,2018-10-13_083759,45.992,0.108,-0.058,0.948,-0.687,-0.221,-0.435,54.299,-26.532,83.174,43.38,1019.4998828125
126,1539391079.6586819,2018-10-13_083759,46.004,0.108,-0.061,0.947,-0.71,-0.267,-0.488,53.065,-27.063,80.276,43.39,1019.5094140625
127,1539391079.7839751,2018-10-13_083759,46.016,0.107,-0.055,0.945,-0.862,-0.069,-0.42,53.946,-26.532,80.447,43.39,1019.5111328125
128,1539391079.9168942,2018-10-13_083759,46.016,0.108,-0.057,0.945,-0.832,-0.221,-0.481,53.241,-26.178,80.788,43.39,1019.5184765625
129,1539391080.0549662,2018-10-13_083800,46.013,0.11,-0.058,0.949,-0.641,-0.114,-0.404,52.183,-26.532,80.788,43.39,1019.506328125
130,1539391080.1947155,2018-10-13_083800,46.001,0.106,-0.06,0.947,-0.786,-0.191,-0.443,54.828,-26.355,83.344,43.39,1019.5034375
131,1539391080.3183236,2018-10-13_083800,46.028,0.109,-0.058,0.947,-0.786,-0.206,-0.389,52.536,-26.886,83.515,43.39,1019.5125390625
132,1539391080.44636,2018-10-13_083800,46.001,0.108,-0.058,0.947,-0.961,-0.183,-0.481,53.77,-24.94,82.663,43.39,1019.517734375
133,1539391080.5737925,2018-10-13_083800,46.031,0.109,-0.059,0.95,-0.809,-0.092,-0.481,52.36,-24.586,82.322,43.39,1019.5051953125
134,1539391080.6996665,2018-10-13_083800,46.031,0.107,-0.057,0.947,-0.763,-0.069,-0.496,54.123,-27.77,81.299,43.4,1019.50734375
135,1539391080.8270965,2018-10-13_083800,46.037,0.108,-0.06,0.945,-0.671,-0.015,-0.496,53.241,-27.24,83.174,43.4,1019.5133984375
136,1539391080.9588988,2018-10-13_083800,46.049,0.11,-0.06,0.943,-0.854,0.015,-0.404,52.889,-25.825,81.81,43.4,1019.5051171875
137,1539391081.0873587,2018-10-13_083801,46.052,0.108,-0.061,0.943,-0.755,-0.084,-0.381,53.946,-25.825,80.788,43.41,1019.4882421875
138,1539391081.2107966,2018-10-13_083801,46.013,0.107,-0.058,0.948,-0.862,-0.038,-0.473,52.536,-27.24,81.47,43.41,1019.5333203125
139,1539391081.3356001,2018-10-13_083801,46.037,0.109,-0.056,0.948,-0.809,-0.168,-0.511,54.299,-25.825,81.47,43.41,1019.519453125
140,1539391081.4587145,2018-10-13_083801,46.037,0.108,-0.057,0.95,-0.946,-0.183,-0.557,52.889,-25.471,82.492,43.41,1019.5077734375
141,1539391081.5885193,2018-10-13_083801,46.064,0.108,-0.059,0.948,-0.885,-0.29,-0.496,53.065,-26.709,82.663,43.41,1019.4951953125
142,1539391081.7199264,2018-10-13_083801,46.028,0.109,-0.055,0.943,-0.816,-0.053,-0.412,53.946,-27.593,83.856,43.41,1019.5026953125
143,1539391081.8416967,2018-10-13_083801,46.046,0.109,-0.059,0.95,-0.877,-0.259,-0.603,0,0,0,43.41,1019.4938671875
144,1539391081.961192,2018-10-13_083801,46.073,0.107,-0.057,0.948,-0.801,-0.282,-0.412,51.831,-26.178,80.447,43.41,1019.5026953125
145,1539391082.087359,2018-10-13_083802,46.061,0.109,-0.061,0.946,-0.732,-0.13,-0.473,0,0,0,43.42,1019.51046875
146,1539391082.2062392,2018-10-13_083802,46.049,0.109,-0.057,0.949,-0.847,-0.122,-0.481,52.36,-24.94,81.981,43.42,1019.51046875
147,1539391082.3270123,2018-10-13_083802,46.061,0.11,-0.059,0.942,-0.702,-0.145,-0.481,53.241,-27.593,82.833,43.42,1019.53125
148,1539391082.4597006,2018-10-13_083802,46.07,0.108,-0.057,0.951,-0.778,-0.214,-0.397,52.183,-26.886,82.151,43.42,1019.5078515625
149,1539391082.5812304,2018-10-13_083802,46.055,0.107,-0.059,0.95,-0.893,-0.198,-0.557,52.007,-26.002,81.981,43.42,1019.5199609375
150,1539391082.7097006,2018-10-13_083802,46.067,0.107,-0.057,0.945,-0.748,-0.191,-0.473,52.183,-27.24,80.447,43.43,1019.5012890625
151,1539391082.8251355,2018-10-13_083802,46.076,0.105,-0.06,0.953,-0.931,-0.175,-0.481,53.418,-26.709,81.299,43.43,1019.5065234375
152,1539391082.9558253,2018-10-13_083802,46.097,0.11,-0.059,0.947,-0.854,-0.16,-0.519,53.77,-26.355,83.344,43.43,1019.5066796875
153,1539391083.0797381,2018-10-13_083803,46.079,0.109,-0.059,0.951,-0.793,-0.153,-0.359,53.418,-27.417,81.981,43.43,1019.5053515625
154,1539391083.2051065,2018-10-13_083803,46.07,0.107,-0.06,0.947,-0.877,-0.206,-0.412,53.77,-26.002,81.299,43.43,1019.5037109375
155,1539391083.330248,2018-10-13_083803,46.085,0.109,-0.055,0.944,-0.771,-0.229,-0.488,52.007,-26.355,81.299,43.43,1019.514140625
156,1539391083.4575734,2018-10-13_083803,46.061,0.108,-0.058,0.948,-0.832,-0.214,-0.366,50.949,-28.124,81.64,43.43,1019.501875
157,1539391083.5937355,2018-10-13_083803,46.079,0.108,-0.06,0.949,-0.916,-0.267,-0.404,55.357,-27.24,81.81,43.43,1019.5019921875
158,1539391083.718052,2018-10-13_083803,46.082,0.108,-0.06,0.949,-0.832,-0.092,-0.458,0,0,0,43.43,1019.5128515625
159,1539391083.8318446,2018-10-13_083803,46.07,0.109,-0.061,0.946,-0.854,-0.069,-0.549,54.299,-24.763,81.81,43.43,1019.5319140625
160,1539391083.966358,2018-10-13_083803,46.094,0.108,-0.056,0.949,-0.908,-0.328,-0.389,55.18,-26.709,81.299,43.43,1019.5319140625
161,1539391084.0971165,2018-10-13_083804,46.049,0.108,-0.059,0.947,-0.816,-0.153,-0.481,53.77,-26.355,80.617,43.43,1019.5145703125
162,1539391084.228985,2018-10-13_083804,46.079,0.108,-0.058,0.945,-0.87,-0.198,-0.526,51.831,-25.471,81.81,43.43,1019.5249609375
163,1539391084.358499,2018-10-13_083804,46.097,0.106,-0.059,0.948,-0.854,-0.237,-0.504,52.889,-24.41,82.151,43.43,1019.5405859375
164,1539391084.4882805,2018-10-13_083804,46.055,0.107,-0.059,0.95,-0.862,-0.183,-0.465,53.065,-27.77,82.322,43.43,1019.52453125
165,1539391084.612096,2018-10-13_083804,46.064,0.108,-0.057,0.951,-0.931,-0.191,-0.549,55.18,-25.294,83.004,43.43,1019.5053515625
166,1539391084.730617,2018-10-13_083804,46.088,0.109,-0.057,0.949,-0.877,-0.145,-0.511,53.594,-25.825,82.492,43.43,1019.5128515625
167,1539391084.8569963,2018-10-13_083804,46.064,0.107,-0.057,0.95,-0.832,-0.107,-0.542,53.946,-25.471,78.402,43.43,1019.52234375
168,1539391084.9836967,2018-10-13_083804,46.067,0.108,-0.058,0.948,-0.893,-0.237,-0.481,53.594,-25.471,81.47,43.44,1019.511953125
169,1539391085.111119,2018-10-13_083805,46.091,0.108,-0.058,0.949,-0.999,-0.259,-0.397,53.241,-24.41,81.47,43.44,1019.509765625
170,1539391085.2392387,2018-10-13_083805,46.061,0.107,-0.059,0.949,-0.732,0.061,-0.481,55.357,-26.178,80.447,43.44,1019.52625
171,1539391085.3636875,2018-10-13_083805,46.088,0.109,-0.056,0.948,-0.801,-0.137,-0.397,53.946,-29.009,79.765,43.44,1019.4894140625
172,1539391085.4982476,2018-10-13_083805,46.121,0.108,-0.06,0.947,-0.999,-0.16,-0.481,0,0,0,43.44,1019.504140625
173,1539391085.6185715,2018-10-13_083805,46.097,0.107,-0.059,0.946,-0.885,-0.16,-0.526,53.065,-26.002,81.981,43.44,1019.5128125
174,1539391085.7324588,2018-10-13_083805,46.085,0.108,-0.06,0.949,-0.809,-0.221,-0.488,0,0,0,43.44,1019.5163671875
175,1539391085.8564925,2018-10-13_083805,46.079,0.109,-0.062,0.953,-0.809,-0.16,-0.443,54.475,-26.355,80.958,43.45,1019.5146484375
176,1539391085.9875407,2018-10-13_083805,46.103,0.108,-0.058,0.949,-0.801,-0.206,-0.412,52.536,-26.532,81.47,43.45,1019.5233203125
177,1539391086.1142762,2018-10-13_083806,46.106,0.106,-0.061,0.949,-0.854,-0.137,-0.397,53.594,-25.471,82.492,43.45,1019.5098828125
178,1539391086.2401109,2018-10-13_083806,46.079,0.109,-0.058,0.948,-0.763,-0.328,-0.504,0,0,0,43.45,1019.4990625
179,1539391086.3626869,2018-10-13_083806,46.097,0.109,-0.058,0.943,-0.824,-0.168,-0.465,52.712,-26.355,79.936,43.45,1019.5398046875
