Data,Timestamp,Wall_Time,MPU_Temp,IMU_Ax,IMU_Ay,IMU_Az,IMU_Gx,IMU_Gy,IMU_Gz,MSU_Ax,MSU_Ay,MSU_Az,Baro_Temp,Baro
1117,1539391203.935698,2018-10-13_084003,45.977,0.107,-0.055,0.948,-0.923,-0.229,-0.45,51.655,-25.648,82.322,43.37,1019.5258984375
1118,1539391204.0651522,2018-10-13_084004,45.959,0.105,-0.055,0.948,-0.801,-0.13,-0.45,52.712,-26.002,82.322,43.37,1019.508046875
1119,1539391204.194903,2018-10-13_084004,45.968,0.106,-0.059,0.947,-0.877,-0.313,-0.435,54.299,-26.886,82.492,43.37,1019.523515625
1120,1539391204.3185215,2018-10-13_084004,45.947,0.109,-0.058,0.946,-0.816,-0.244,-0.427,52.712,-25.294,82.663,43.36,1019.5230859375
1121,1539391204.4452977,2018-10-13_084004,45.95,0.108,-0.06,0.948,-0.793,-0.114,-0.565,51.831,-26.532,83.174,43.36,1019.52609375
1122,1539391204.5686674,2018-10-13_084004,45.953,0.109,-0.057,0.948,-0.87,-0.175,-0.511,52.712,-26.355,81.981,43.36,1019.5326171875
1123,1539391204.6939685,2018-10-13_084004,45.977,0.106,-0.059,0.949,-0.679,-0.145,-0.427,53.241,-25.825,81.129,43.36,1019.5222265625
1124,1539391204.8200417,2018-10-13_084004,45.947,0.107,-0.058,0.951,-0.786,-0.031,-0.511,53.946,-25.825,80.788,43.36,1019.5291796875
1125,1539391204.9456944,2018-10-13_084004,45.965,0.108,-0.058,0.948,-1.015,-0.305,-0.481,0,0,0,43.36,1019.5295703125
1126,1539391205.068881,2018-10-13_084005,45.977,0.107,-0.059,0.948,-1.205,-1.205,-0.404,0,0,0,43.36,1019.5287109375
1127,1539391205.194555,2018-10-13_084005,45.947,0.105,-0.056,0.95,-0.839,-0.275,-0.473,52.36,-27.063,81.64,43.36,1019.5035546875
1128,1539391205.3229177,2018-10-13_084005,45.929,0.108,-0.061,0.945,-0.786,-0.32,-0.427,0,0,0,43.36,1019.52609375
1129,1539391205.441828,2018-10-13_084005,45.935,0.107,-0.059,0.943,-0.725,-0.267,-0.481,0,0,0,43.36,1019.5031640625
1130,1539391205.562364,2018-10-13_084005,45.953,0.106,-0.059,0.946,-0.778,-0.244,-0.412,0,0,0,43.36,1019.5048828125
1131,1539391205.6820316,2018-10-13_084005,45.947,0.107,-0.059,0.95,-0.877,-0.313,-0.488,52.712,-25.648,82.322,43.35,1019.513125
1132,1539391205.799119,2018-10-13_084005,45.947,0.106,-0.058,0.949,-0.763,-0.046,-0.481,51.655,-26.355,83.344,43.35,1019.5113671875
1133,1539391205.9249961,2018-10-13_084005,45.956,0.104,-0.057,0.948,-0.999,-0.244,-0.412,52.712,-26.002,80.958,43.36,1019.5118359375
1134,1539391206.0479717,2018-10-13_084006,45.983,0.107,-0.06,0.948,-0.87,-0.328,-0.504,53.418,-27.063,81.981,43.36,1019.508359375
1135,1539391206.1687915,2018-10-13_084006,45.974,0.107,-0.057,0.947,-0.725,-0.099,-0.465,53.77,-26.355,82.322,43.35,1019.4923046875
1136,1539391206.2880826,2018-10-13_084006,45.95,0.096,-0.054,0.954,-1.534,-0.42,-0.443,52.536,-26.178,81.47,43.36,1019.5031640625
1137,1539391206.4143028,2018-10-13_084006,45.962,0.108,-0.06,0.942,-0.816,0.229,-0.397,53.946,-25.471,81.129,43.36,1019.5014453125
1138,1539391206.539686,2018-10-13_084006,45.941,0.105,-0.056,0.945,-0.824,-0.175,-0.473,53.241,-25.471,82.833,43.36,1019.48234375
1139,1539391206.6698394,2018-10-13_084006,45.977,0.105,-0.053,0.945,-0.61,-0.153,-0.557,0,0,0,43.36,1019.5118359375
1140,1539391206.7946854,2018-10-13_084006,46.001,0.107,-0.058,0.948,-0.748,-0.107,-0.519,0,0,0,43.36,1019.5135546875
1141,1539391206.9187212,2018-10-13_084006,45.989,0.108,-0.056,0.946,-0.931,-0.343,-0.504,0,0,0,43.36,1019.5291796875
1142,1539391207.0409572,2018-10-13_084007,45.968,0.107,-0.058,0.946,-0.984,-0.267,-0.488,0,0,0,43.35,1019.5196484375
1143,1539391207.1656702,2018-10-13_084007,45.971,0.107,-0.059,0.949,-0.824,-0.221,-0.511,53.241,-26.532,82.151,43.36,1019.5222265625
1144,1539391207.2945218,2018-10-13_084007,45.953,0.107,-0.058,0.946,-0.618,0.0,-0.45,54.299,-26.886,81.129,43.36,1019.5222265625
1145,1539391207.42218,2018-10-13_084007,45.968,0.109,-0.058,0.949,-0.816,-0.221,-0.427,53.065,-26.002,80.958,43.35,1019.5300390625
1146,1539391207.5480042,2018-10-13_084007,45.974,0.106,-0.058,0.952,-0.809,-0.114,-0.404,53.594,-26.532,80.788,43.35,1019.5005859375
1147,1539391207.6767383,2018-10-13_084007,45.98,0.108,-0.06,0.945,-0.816,-0.137,-0.435,51.302,-27.77,80.958,43.36,1019.4975
1148,1539391207.802397,2018-10-13_084007,45.962,0.11,-0.057,0.95,-0.786,-0.267,-0.397,52.007,-27.77,81.299,43.35,1019.5031640625
1149,1539391207.9317756,2018-10-13_084007,45.968,0.108,-0.058,0.951,-0.87,-0.046,-0.465,53.946,-25.471,82.492,43.35,1019.508359375
1150,1539391208.0585523,2018-10-13_084008,45.977,0.108,-0.059,0.949,-0.816,-0.191,-0.381,54.828,-26.002,80.276,43.36,1019.524375
1151,1539391208.194265,2018-10-13_084008,45.965,0.108,-0.057,0.948,-0.748,-0.313,-0.504,53.241,-27.24,79.424,43.35,1019.5200390625
1152,1539391208.3272152,2018-10-13_084008,45.941,0.106,-0.059,0.949,-0.832,-0.168,-0.42,53.946,-26.178,81.129,43.35,1019.504453125
1153,1539391208.4542089,2018-10-13_084008,45.953,0.107,-0.059,0.947,-0.908,-0.244,-0.465,53.065,-26.355,82.322,43.36,1019.5291796875
1154,1539391208.5816343,2018-10-13_084008,45.956,0.108,-0.058,0.945,-0.793,-0.13,-0.443,53.241,-26.178,80.788,43.35,1019.50578125
1155,1539391208.708054,2018-10-13_084008,45.95,0.106,-0.058,0.948,-0.839,-0.015,-0.45,53.946,-26.532,81.81,43.35,1019.502734375
1156,1539391208.8391945,2018-10-13_084008,45.953,0.106,-0.06,0.947,-0.725,-0.252,-0.465,51.831,-26.532,81.81,43.35,1019.4923046875
1157,1539391208.9633794,2018-10-13_084008,45.932,0.109,-0.058,0.948,-0.763,-0.168,-0.42,54.123,-26.355,80.617,43.36,1019.4996875
1158,1539391209.0916173,2018-10-13_084009,45.953,0.107,-0.057,0.948,-0.763,-0.244,-0.42,53.594,-26.886,82.492,43.35,1019.4927734375
1159,1539391209.2178352,2018-10-13_084009,45.974,0.109,-0.059,0.946,-0.816,0.008,-0.465,54.475,-26.355,81.299,43.36,1019.4862109375
1160,1539391209.3389907,2018-10-13_084009,45.926,0.109,-0.06,0.948,-0.877,-0.16,-0.32,52.889,-25.117,81.129,43.36,1019.50703125
1161,1539391209.463561,2018-10-13_084009,45.953,0.106,-0.057,0.946,-0.824,-0.153,-0.465,0,0,0,43.36,1019.5105078125
1162,1539391209.5887067,2018-10-13_084009,45.95,0.108,-0.058,0.95,-0.786,-0.206,-0.343,0,0,0,43.36,1019.47890625
1163,1539391209.710815,2018-10-13_084009,45.953,0.107,-0.059,0.947,-0.854,-0.183,-0.526,51.302,-26.002,81.981,43.35,1019.49578125
1164,1539391209.832964,2018-10-13_084009,45.956,0.108,-0.058,0.945,-0.641,-0.153,-0.45,52.36,-26.002,83.004,43.35,1019.4676171875
1165,1539391209.9619906,2018-10-13_084009,45.947,0.107,-0.056,0.948,-0.71,-0.221,-0.45,52.36,-25.648,81.299,43.35,1019.50578125
1166,1539391210.088891,2018-10-13_084010,45.956,0.11,-0.057,0.949,-0.832,-0.282,-0.404,0,0,0,43.35,1019.5126953125
1167,1539391210.2104325,2018-10-13_084010,45.95,0.108,-0.058,0.944,-0.885,-0.076,-0.42,54.475,-25.648,81.64,43.35,1019.5082421875
1168,1539391210.3371844,2018-10-13_084010,45.932,0.106,-0.058,0.947,-0.839,0.0,-0.542,53.418,-25.294,81.299,43.34,1019.5026171875
1169,1539391210.4641106,2018-10-13_084010,45.962,0.106,-0.058,0.946,-0.626,-0.084,-0.519,53.065,-26.002,82.663,43.34,1019.5008984375
1170,1539391210.5946484,2018-10-13_084010,45.932,0.108,-0.061,0.948,-0.9,-0.183,-0.404,0,0,0,43.34,1019.514765625
1171,1539391210.7130108,2018-10-13_084010,45.953,0.106,-0.059,0.953,-0.801,-0.168,-0.504,52.712,-24.94,81.981,43.34,1019.51953125
1172,1539391210.8383253,2018-10-13_084010,45.941,0.107,-0.059,0.948,-0.9,-0.244,-0.443,0,0,0,43.34,1019.476171875
1173,1539391210.9599566,2018-10-13_084010,45.908,0.108,-0.058,0.949,-0.755,-0.198,-0.465,53.946,-27.24,82.492,43.34,1019.48484375
1174,1539391211.0866897,2018-10-13_084011,45.902,0.105,-0.058,0.948,-0.832,-0.114,-0.473,53.241,-26.178,82.151,43.34,1019.497421875
1175,1539391211.2137837,2018-10-13_084011,45.92,0.106,-0.06,0.95,-0.786,-0.29,-0.32,53.418,-25.294,81.981,43.34,1019.4866015625
1176,1539391211.3392673,2018-10-13_084011,45.944,0.107,-0.059,0.951,-0.832,-0.206,-0.443,53.594,-26.886,80.788,43.34,1019.476171875
1177,1539391211.463528,2018-10-13_084011,45.941,0.107,-0.057,0.95,-0.725,-0.145,-0.435,0,0,0,43.34,1019.50609375
1178,1539391211.581987,2018-10-13_084011,45.926,0.111,-0.059,0.947,-0.832,-0.153,-0.465,53.418,-25.648,82.663,43.34,1019.494375
1179,1539391211.7051294,2018-10-13_084011,45.953,0.108,-0.057,0.949,-0.816,-0.198,-0.389,52.712,-25.294,81.981,43.34,1019.4995703125
1180,1539391211.8293965,2018-10-13_084011,45.944,0.109,-0.061,0.948,-0.816,-0.107,-0.465,51.478,-26.178,81.81,43.34,1019.4922265625
1181,1539391211.9486337,2018-10-13_084011,45.905,0.108,-0.058,0.947,-0.824,-0.145,-0.389,53.77,-24.586,81.299,43.35,1019.524296875
1182,1539391212.0743768,2018-10-13_084012,45.92,0.107,-0.058,0.948,-0.74,-0.244,-0.465,52.889,-25.825,81.129,43.34,1019.50046875
1183,1539391212.2008102,2018-10-13_084012,45.923,0.106,-0.06,0.946,-0.748,-0.16,-0.427,53.418,-26.002,82.322,43.34,1019.4965625
1184,1539391212.333511,2018-10-13_084012,45.917,0.107,-0.06,0.948,-0.923,-0.153,-0.496,0,0,0,43.34,1019.519140625
1185,1539391212.4513063,2018-10-13_084012,45.926,0.106,-0.057,0.945,-0.824,-0.168,-0.496,0,0,0,43.34,1019.5225390625
1186,1539391212.5719695,2018-10-13_084012,45.95,0.108,-0.058,0.949,-0.877,-0.015,-0.42,55.004,-26.886,81.129,43.34,1019.5138671875
1187,1539391212.6935763,2018-10-13_084012,45.944,0.109,-0.058,0.947,-0.801,-0.122,-0.519,53.418,-25.294,82.663,43.34,1019.5347265625
1188,1539391212.8121157,2018-10-13_084012,45.92,0.11,-0.058,0.953,-0.816,-0.13,-0.374,53.594,-24.41,80.447,43.34,1019.5121484375
1189,1539391212.9370253,2018-10-13_084012,45.896,0.107,-0.059,0.948,-0.816,-0.229,-0.45,53.946,-27.24,81.129,43.33,1019.5117578125
1190,1539391213.0588682,2018-10-13_084013,45.917,0.108,-0.057,0.947,-0.87,-0.099,-0.443,0,0,0,43.33,1019.5221484375
1191,1539391213.1834958,2018-10-13_084013,45.92,0.107,-0.058,0.949,-0.847,-0.084,-0.511,0,0,0,43.33,1019.52515625
1192,1539391213.296579,2018-10-13_084013,45.956,0.106,-0.057,0.951,-0.877,-0.412,-0.443,51.655,-25.294,81.64,43.33,1019.514765625
1193,1539391213.4221053,2018-10-13_084013,45.905,0.105,-0.058,0.947,-0.71,-0.168,-0.473,53.594,-25.825,80.447,43.33,1019.5146484375
1194,1539391213.5480533,2018-10-13_084013,45.923,0.108,-0.059,0.952,-0.763,-0.183,-0.488,53.065,-26.002,81.299,43.33,1019.5204296875
1195,1539391213.6696527,2018-10-13_084013,45.902,0.106,-0.055,0.947,-0.725,-0.168,-0.519,0,0,0,43.33,1019.5234375
1196,1539391213.7869022,2018-10-13_084013,45.911,0.105,-0.058,0.948,-0.908,-0.389,-0.42,0,0,0,43.33,1019.533828125
1197,1539391213.908754,2018-10-13_084013,45.911,0.107,-0.058,0.948,-0.954,-0.237,-0.443,55.357,-25.825,82.151,43.33,1019.51078125
1198,1539391214.0328808,2018-10-13_084014,45.929,0.106,-0.056,0.945,-0.755,-0.16,-0.381,52.536,-25.825,82.151,43.33,1019.489921875
1199,1539391214.1547232,2018-10-13_084014,45.92,0.106,-0.06,0.947,-0.839,-0.305,-0.45,52.183,-26.886,81.81,43.33,1019.526796875
1200,1539391214.2762837,2018-10-13_084014,45.932,0.106,-0.057,0.949,-0.839,-0.16,-0.427,53.241,-26.178,81.47,43.33,1019.51078125
1201,1539391214.389704,2018-10-13_084014,45.944,0.106,-0.059,0.95,-0.725,-0.175,-0.381,51.126,-25.825,82.492,43.33,1019.518125
1202,1539391214.51529,2018-10-13_084014,45.923,0.104,-0.058,0.945,-0.717,-0.328,-0.496,54.475,-25.294,80.958,43.34,1019.525625
1203,1539391214.6389668,2018-10-13_084014,45.902,0.11,-0.056,0.945,-0.74,-0.099,-0.45,53.065,-26.002,81.299,43.33,1019.52953125
1204,1539391214.757762,2018-10-13_084014,45.896,0.108,-0.058,0.947,-0.801,-0.237,-0.336,0,0,0,43.33,1019.516953125
1205,1539391214.8815835,2018-10-13_084014,45.92,0.107,-0.059,0.944,-0.877,-0.092,-0.519,52.36,-26.355,81.299,43.33,1019.51
1206,1539391215.0079036,2018-10-13_084015,45.941,0.106,-0.057,0.946,-0.778,-0.229,-0.412,54.828,-27.77,80.958,43.33,1019.51
1207,1539391215.133618,2018-10-13_084015,45.929,0.11,-0.059,0.948,-0.839,-0.13,-0.511,0,0,0,43.34,1019.509140625
1208,1539391215.2625437,2018-10-13_084015,45.917,0.11,-0.06,0.949,-0.931,-0.275,-0.504,52.007,-27.417,81.64,43.34,1019.490078125
1209,1539391215.3878286,2018-10-13_084015,45.914,0.108,-0.058,0.948,-0.793,-0.031,-0.427,0,0,0,43.34,1019.516484375
1210,1539391215.5139415,2018-10-13_084015,45.923,0.109,-0.056,0.947,-0.732,-0.16,-0.42,54.123,-26.002,80.617,43.34,1019.5134375
1211,1539391215.6387691,2018-10-13_084015,45.938,0.106,-0.059,0.952,-0.771,-0.031,-0.42,53.418,-27.77,81.299,43.34,1019.4905078125
1212,1539391215.7700539,2018-10-13_084015,45.905,0.107,-0.054,0.947,-0.893,-0.16,-0.412,52.889,-25.471,80.447,43.34,1019.5008984375
1213,1539391215.892663,2018-10-13_084015,45.938,0.106,-0.056,0.946,-0.771,-0.114,-0.404,52.536,-24.41,82.151,43.34,1019.509140625
1214,1539391216.021965,2018-10-13_084016,45.935,0.107,-0.06,0.949,-0.809,-0.168,-0.488,53.065,-27.063,79.595,43.34,1019.50046875
1215,1539391216.1494963,2018-10-13_084016,45.926,0.109,-0.058,0.95,-0.755,-0.229,-0.481,52.889,-24.763,81.47,43.34,1019.5225390625
1216,1539391216.2768297,2018-10-13_084016,45.902,0.106,-0.058,0.949,-0.801,-0.114,-0.404,53.946,-26.178,80.447,43.34,1019.5138671875
1217,1539391216.4015489,2018-10-13_084016,45.932,0.109,-0.059,0.951,-0.755,-0.252,-0.435,54.475,-25.294,81.299,43.33,1019.501328125
1218,1539391216.5267203,2018-10-13_084016,45.917,0.106,-0.056,0.949,-0.893,-0.175,-0.458,53.77,-24.233,83.004,43.34,1019.5225390625
1219,1539391216.6543517,2018-10-13_084016,45.905,0.106,-0.058,0.947,-0.862,-0.198,-0.618,53.418,-25.294,80.276,43.33,1019.489609375
1220,1539391216.7818422,2018-10-13_084016,45.944,0.106,-0.057,0.948,-0.832,-0.168,-0.42,52.007,-25.648,81.299,43.34,1019.5039453125
1221,1539391216.9139793,2018-10-13_084016,45.929,0.108,-0.058,0.946,-0.969,-0.221,-0.496,54.828,-27.417,80.276,43.34,1019.5034765625
1222,1539391217.0382037,2018-10-13_084017,45.95,0.108,-0.058,0.946,-0.809,-0.168,-0.42,53.241,-25.117,81.81,43.34,1019.5026171875
1223,1539391217.1595235,2018-10-13_084017,45.941,0.109,-0.057,0.946,-0.839,-0.122,-0.504,54.123,-25.648,81.299,43.34,1019.4796484375
1224,1539391217.2834573,2018-10-13_084017,45.923,0.107,-0.059,0.95,-0.694,-0.145,-0.565,52.889,-25.471,82.151,43.34,1019.50609375
1225,1539391217.4153378,2018-10-13_084017,45.953,0.109,-0.059,0.946,-0.74,-0.084,-0.504,52.712,-25.294,80.617,43.34,1019.51046875
1226,1539391217.546669,2018-10-13_084017,45.926,0.106,-0.057,0.95,-0.793,-0.198,-0.351,53.418,-26.709,82.322,43.34,1019.5039453125
1227,1539391217.6733572,2018-10-13_084017,45.914,0.105,-0.056,0.95,-0.801,-0.191,-0.45,53.946,-25.471,82.492,43.34,1019.48140625
1228,1539391217.8018243,2018-10-13_084017,45.953,0.108,-0.059,0.949,-0.755,-0.038,-0.526,52.36,-25.648,81.64,43.34,1019.4874609375
1229,1539391217.9278476,2018-10-13_084017,45.926,0.107,-0.06,0.949,-0.9,-0.221,-0.481,53.418,-27.063,82.663,43.34,1019.4991796875
1230,1539391218.055678,2018-10-13_084018,45.941,0.108,-0.055,0.948,-0.839,-0.168,-0.534,52.36,-26.002,80.276,43.33,1019.50828125
1231,1539391218.1851485,2018-10-13_084018,45.938,0.106,-0.057,0.948,-0.763,-0.206,-0.526,53.594,-25.117,82.151,43.33,1019.46625
1232,1539391218.3227682,2018-10-13_084018,45.92,0.108,-0.058,0.948,-0.847,-0.145,-0.496,53.418,-25.294,83.004,43.33,1019.4857421875
1233,1539391218.4460428,2018-10-13_084018,45.935,0.108,-0.057,0.947,-0.755,-0.153,-0.404,52.712,-24.586,81.299,43.33,1019.497421875
1234,1539391218.5721588,2018-10-13_084018,45.965,0.107,-0.059,0.946,-0.71,-0.107,-0.366,55.18,-26.002,81.299,43.33,1019.4865234375
1235,1539391218.7035067,2018-10-13_084018,45.911,0.106,-0.057,0.946,-0.885,-0.229,-0.381,54.123,-27.417,81.64,43.33,1019.49859375
1236,1539391218.8373415,2018-10-13_084018,45.911,0.108,-0.058,0.948,-0.793,-0.191,-0.42,53.77,-27.417,80.276,43.32,1019.49125
1237,1539391218.968764,2018-10-13_084018,45.926,0.107,-0.059,0.943,-0.847,-0.229,-0.465,54.475,-27.063,82.322,43.32,1019.4891015625
1238,1539391219.1013694,2018-10-13_084019,45.917,0.108,-0.056,0.945,-0.755,-0.214,-0.473,54.299,-24.763,81.129,43.32,1019.48734375
1239,1539391219.2325907,2018-10-13_084019,45.908,0.106,-0.056,0.949,-0.74,-0.244,-0.404,50.949,-26.355,80.958,43.32,1019.5012109375
1240,1539391219.3567019,2018-10-13_084019,45.917,0.108,-0.057,0.948,-0.893,-0.252,-0.443,52.712,-26.709,83.344,43.32,1019.47609375
1241,1539391219.4817593,2018-10-13_084019,45.929,0.108,-0.055,0.95,-0.58,-0.084,-0.481,54.475,-26.709,81.64,43.32,1019.5077734375
1242,1539391219.6102664,2018-10-13_084019,45.926,0.107,-0.055,0.948,-0.626,-0.099,-0.549,52.36,-26.355,81.299,43.32,1019.502109375
1243,1539391219.7381356,2018-10-13_084019,45.914,0.106,-0.058,0.949,-0.793,-0.16,-0.519,53.065,-25.294,81.981,43.32,1019.49390625
1244,1539391219.8635669,2018-10-13_084019,45.896,0.106,-0.057,0.948,-0.824,-0.046,-0.381,53.065,-24.586,82.663,43.32,1019.484765625
1245,1539391219.9941683,2018-10-13_084019,45.884,0.107,-0.06,0.947,-0.748,-0.137,-0.504,53.594,-25.825,82.151,43.32,1019.483046875
1246,1539391220.1212347,2018-10-13_084020,45.905,0.106,-0.058,0.946,-0.847,-0.229,-0.542,53.946,-24.763,81.129,43.31,1019.5090625
1247,1539391220.2530742,2018-10-13_084020,45.896,0.107,-0.06,0.951,-0.717,-0.267,-0.595,0,0,0,43.32,1019.4986328125
1248,1539391220.3761158,2018-10-13_084020,45.935,0.107,-0.059,0.948,-0.687,-0.175,-0.404,53.946,-26.532,82.151,43.32,1019.47609375
1249,1539391220.505289,2018-10-13_084020,45.89,0.106,-0.054,0.947,-0.694,-0.214,-0.496,52.536,-26.532,81.81,43.31,1019.5034375
1250,1539391220.6326692,2018-10-13_084020,45.926,0.106,-0.058,0.949,-0.786,-0.206,-0.481,53.594,-26.886,81.47,43.32,1019.503828125
1251,1539391220.7615476,2018-10-13_084020,45.92,0.11,-0.06,0.945,-0.885,-0.168,-0.481,53.77,-24.586,81.299,43.31,1019.463125
1252,1539391220.894243,2018-10-13_084020,45.896,0.107,-0.06,0.95,-0.847,-0.198,-0.465,53.065,-25.648,80.958,43.31,1019.47515625
1253,1539391221.0176136,2018-10-13_084021,45.896,0.107,-0.058,0.948,-0.732,-0.099,-0.45,0,0,0,43.31,1019.4663671875
1254,1539391221.1433249,2018-10-13_084021,45.866,0.106,-0.059,0.951,-0.687,-0.114,-0.45,52.183,-25.471,81.81,43.3,1019.48671875
1255,1539391221.2648964,2018-10-13_084021,45.905,0.102,-0.058,0.948,-0.71,-0.114,-0.42,53.594,-26.532,81.129,43.31,1019.5027734375
1256,1539391221.3876584,2018-10-13_084021,45.881,0.106,-0.057,0.948,-0.87,-0.206,-0.504,52.536,-25.825,82.151,43.3,1019.48453125
1257,1539391221.5222611,2018-10-13_084021,45.875,0.11,-0.059,0.945,-0.725,-0.092,-0.504,52.712,-26.709,81.981,43.3,1019.50578125
1258,1539391221.6481774,2018-10-13_084021,45.872,0.107,-0.059,0.946,-0.771,-0.298,-0.542,52.889,-25.825,83.174,43.3,1019.493203125
1259,1539391221.7754402,2018-10-13_084021,45.881,0.104,-0.056,0.949,-0.977,-0.198,-0.404,53.418,-25.648,80.958,43.3,1019.494921875
1260,1539391221.9046571,2018-10-13_084021,45.92,0.107,-0.059,0.949,-0.618,-0.42,-0.458,52.889,-25.825,82.151,43.3,1019.4901953125
1261,1539391222.0264082,2018-10-13_084022,45.911,0.107,-0.057,0.946,-0.961,-0.252,-0.572,52.007,-24.586,81.64,43.31,1019.4976953125
1262,1539391222.15293,2018-10-13_084022,45.923,0.11,-0.054,0.951,-1.015,-0.58,-0.366,54.475,-27.063,81.64,43.31,1019.4960546875
1263,1539391222.2783194,2018-10-13_084022,45.893,0.104,-0.056,0.948,-0.679,-0.206,-0.313,52.712,-26.355,81.981,43.31,1019.5151171875
1264,1539391222.4099116,2018-10-13_084022,45.941,0.107,-0.058,0.948,-1.083,-0.58,-0.45,52.712,-24.586,81.299,43.32,1019.51296875
1265,1539391222.533946,2018-10-13_084022,45.908,0.107,-0.057,0.953,-0.778,-0.099,-0.381,53.77,-26.709,82.322,43.32,1019.49171875
1266,1539391222.6627443,2018-10-13_084022,45.932,0.107,-0.057,0.947,-0.61,-0.221,-0.504,54.123,-25.294,79.936,43.32,1019.484765625
1267,1539391222.788421,2018-10-13_084022,45.911,0.109,-0.06,0.943,-0.992,-0.496,-0.481,53.418,-25.648,81.299,43.32,1019.4882421875
1268,1539391222.9241261,2018-10-13_084022,45.908,0.109,-0.058,0.944,-0.9,-0.183,-0.473,52.183,-26.178,80.788,43.32,1019.503828125
1269,1539391223.0497377,2018-10-13_084023,45.923,0.106,-0.06,0.949,-0.809,-0.221,-0.473,52.712,-25.648,81.64,43.31,1019.4965234375
1270,1539391223.1795533,2018-10-13_084023,45.917,0.107,-0.058,0.946,-0.916,-0.237,-0.488,53.594,-25.825,82.151,43.31,1019.4960546875
1271,1539391223.3019233,2018-10-13_084023,45.905,0.11,-0.056,0.947,-0.748,-0.244,-0.435,53.594,-26.886,80.788,43.31,1019.502109375
1272,1539391223.4333744,2018-10-13_084023,45.917,0.108,-0.059,0.948,-0.771,-0.114,-0.351,52.889,-25.117,81.129,43.31,1019.5146875
1273,1539391223.5669355,2018-10-13_084023,45.905,0.107,-0.06,0.948,-0.71,-0.175,-0.595,52.889,-26.178,81.81,43.31,1019.5350390625
1274,1539391223.6985137,2018-10-13_084023,45.917,0.109,-0.057,0.951,-0.877,-0.259,-0.504,53.594,-25.471,83.174,43.32,1019.504296875
1275,1539391223.8291945,2018-10-13_084023,45.926,0.108,-0.059,0.948,-0.938,-0.229,-0.397,53.418,-27.77,82.663,43.32,1019.4804296875
1276,1539391223.954883,2018-10-13_084023,45.89,0.108,-0.06,0.949,-0.809,-0.099,-0.45,54.299,-25.825,81.129,43.32,1019.4739453125
1277,1539391224.079765,2018-10-13_084024,45.908,0.109,-0.057,0.944,-0.87,-0.16,-0.504,52.007,-26.709,82.322,43.33,1019.49125
1278,1539391224.2059464,2018-10-13_084024,45.917,0.107,-0.059,0.948,-0.771,-0.084,-0.412,0,0,0,43.33,1019.470859375
1279,1539391224.3341305,2018-10-13_084024,45.917,0.11,-0.057,0.949,-0.771,-0.237,-0.397,53.241,-25.471,83.174,43.32,1019.518984375
1280,1539391224.4553883,2018-10-13_084024,45.917,0.107,-0.056,0.949,-0.679,-0.099,-0.504,52.007,-24.94,82.322,43.33,1019.52984375
1281,1539391224.5833828,2018-10-13_084024,45.941,0.105,-0.059,0.946,-0.648,0.084,-0.435,0,0,0,43.32,1019.518984375
1282,1539391224.6989918,2018-10-13_084024,45.932,0.106,-0.059,0.948,-0.839,-0.175,-0.435,53.77,-26.355,80.958,43.32,1019.506015625
1283,1539391224.8205142,2018-10-13_084024,45.917,0.107,-0.058,0.947,-0.755,0.023,-0.343,51.655,-26.002,80.958,43.32,1019.486953125
1284,1539391224.944029,2018-10-13_084024,45.914,0.108,-0.057,0.949,-0.618,0.0,-0.397,53.946,-26.532,82.833,43.32,1019.5008203125
1285,1539391225.0760586,2018-10-13_084025,45.89,0.107,-0.06,0.95,-0.61,-0.099,-0.473,0,0,0,43.32,1019.486953125
1286,1539391225.1920779,2018-10-13_084025,45.917,0.109,-0.058,0.951,-1.038,-0.397,-0.58,53.241,-25.471,80.788,43.31,1019.4821875
1287,1539391225.3135593,2018-10-13_084025,45.941,0.108,-0.058,0.95,-0.854,-0.191,-0.443,53.946,-25.471,82.151,43.32,1019.4882421875
1288,1539391225.4364097,2018-10-13_084025,45.911,0.108,-0.057,0.949,-0.74,-0.214,-0.473,53.594,-25.471,80.447,43.32,1019.496015625
1289,1539391225.5575233,2018-10-13_084025,45.929,0.107,-0.058,0.948,-0.885,-0.175,-0.504,52.536,-26.178,81.81,43.32,1019.4882421875
1290,1539391225.6739833,2018-10-13_084025,45.929,0.105,-0.059,0.948,-0.74,-0.282,-0.465,55.004,-26.886,80.447,43.32,1019.5055859375
1291,1539391225.8042493,2018-10-13_084025,45.938,0.104,-0.058,0.946,-0.702,-0.16,-0.572,0,0,0,43.32,1019.4795703125
1292,1539391225.9228258,2018-10-13_084025,45.923,0.107,-0.056,0.948,-0.725,-0.206,-0.519,52.889,-26.178,81.129,43.32,1019.519453125
1293,1539391226.0437312,2018-10-13_084026,45.911,0.107,-0.058,0.944,-0.763,-0.092,-0.381,52.889,-26.532,81.129,43.32,1019.5094921875
1294,1539391226.1647995,2018-10-13_084026,45.92,0.107,-0.06,0.948,-0.763,-0.13,-0.427,54.299,-26.532,80.106,43.32,1019.500390625
1295,1539391226.2859569,2018-10-13_084026,45.878,0.108,-0.057,0.944,-0.877,-0.153,-0.526,53.594,-25.825,82.492,43.32,1019.500390625
1296,1539391226.4111865,2018-10-13_084026,45.926,0.105,-0.058,0.947,-0.793,-0.183,-0.458,0,0,0,43.32,1019.521171875
