Data,Timestamp,Wall_Time,MPU_Temp,IMU_Ax,IMU_Ay,IMU_Az,IMU_Gx,IMU_Gy,IMU_Gz,MSU_Ax,MSU_Ay,MSU_Az,Baro_Temp,Baro
0,1539388596.2906837,2018-10-13_075636,45.989,0.111,-0.06,0.946,-0.71,-0.183,-0.465,53.594,-27.947,80.106,43.39,1019.036640625
1,1539388596.4068522,2018-10-13_075636,45.983,0.11,-0.06,0.946,-0.755,-0.221,-0.366,53.065,-26.709,80.617,43.39,1019.054375
2,1539388596.5068507,2018-10-13_075636,45.986,0.11,-0.062,0.95,-0.763,0.008,-0.473,53.594,-26.886,81.129,43.39,1019.03703125
3,1539388596.615062,2018-10-13_075636,45.992,0.107,-0.06,0.949,-0.854,-0.275,-0.519,51.831,-25.117,81.47,43.39,1019.0695703125
4,1539388596.7253175,2018-10-13_075636,45.959,0.111,-0.059,0.947,-0.87,-0.229,-0.473,53.065,-24.94,80.958,43.39,1019.047421875
5,1539388596.8219876,2018-10-13_075636,46.007,0.111,-0.06,0.948,-0.71,-0.168,-0.58,52.536,-25.117,80.106,43.39,1019.0331640625
6,1539388596.9262643,2018-10-13_075636,46.043,0.109,-0.059,0.948,-0.862,-0.183,-0.42,54.123,-26.002,79.595,43.39,1019.0526171875
7,1539388597.0259888,2018-10-13_075637,46.019,0.109,-0.061,0.947,-0.908,-0.114,-0.389,52.536,-26.886,80.788,43.39,1019.036640625
8,1539388597.1303518,2018-10-13_075637,46.022,0.111,-0.06,0.949,-0.87,-0.168,-0.473,53.946,-27.24,80.106,43.39,1019.0595703125
9,1539388597.2348597,2018-10-13_075637,46.028,0.109,-0.06,0.948,-0.687,-0.092,-0.504,54.828,-28.478,79.595,43.39,1019.047421875
10,1539388597.333882,2018-10-13_075637,46.034,0.109,-0.061,0.947,-0.847,-0.107,-0.481,53.418,-26.355,80.958,43.39,1019.05609375
11,1539388597.4352195,2018-10-13_075637,46.022,0.107,-0.058,0.945,-0.71,-0.175,-0.481,54.652,-27.593,81.81,43.39,1019.0522265625
12,1539388597.531114,2018-10-13_075637,46.013,0.11,-0.056,0.946,-0.877,-0.16,-0.427,54.123,-26.709,81.64,43.39,1019.038359375
13,1539388597.6343696,2018-10-13_075637,46.016,0.109,-0.06,0.947,-0.816,-0.282,-0.534,53.241,-25.471,80.447,43.39,1019.0262109375
14,1539388597.73388,2018-10-13_075637,46.019,0.11,-0.059,0.946,-0.816,-0.099,-0.504,0,0,0,43.39,1019.040078125
15,1539388597.8292067,2018-10-13_075637,46.052,0.11,-0.057,0.948,-0.755,-0.313,-0.511,52.712,-25.648,81.299,43.39,1019.04703125
16,1539388597.9204106,2018-10-13_075637,46.052,0.112,-0.059,0.948,-0.771,-0.221,-0.42,53.77,-26.709,80.958,43.39,1019.03140625
17,1539388598.020854,2018-10-13_075638,46.001,0.109,-0.06,0.947,-0.763,-0.221,-0.336,52.536,-26.886,81.47,43.39,1019.0678125
18,1539388598.1226022,2018-10-13_075638,45.992,0.11,-0.061,0.945,-0.832,-0.153,-0.534,0,0,0,43.39,1019.0590234375
19,1539388598.2262182,2018-10-13_075638,46.031,0.11,-0.058,0.947,-0.679,-0.168,-0.412,52.536,-26.178,81.81,43.39,1019.038359375
20,1539388598.3231702,2018-10-13_075638,46.037,0.111,-0.06,0.947,-0.801,-0.084,-0.465,52.536,-26.886,80.106,43.39,1019.0405078125
21,1539388598.4223797,2018-10-13_075638,46.031,0.109,-0.061,0.95,-0.633,0.023,-0.381,53.065,-26.709,80.958,43.39,1019.040078125
22,1539388598.5242567,2018-10-13_075638,46.022,0.111,-0.059,0.948,-0.771,-0.237,-0.496,52.712,-24.94,80.958,43.39,1019.02796875
23,1539388598.6621401,2018-10-13_075638,46.013,0.11,-0.059,0.949,-0.687,-0.008,-0.519,0,0,0,43.39,1019.0539453125
24,1539388598.8025348,2018-10-13_075638,46.034,0.11,-0.058,0.947,-0.664,-0.145,-0.595,54.652,-28.655,81.47,43.39,1019.0526171875
25,1539388598.9300058,2018-10-13_075638,46.031,0.111,-0.06,0.945,-0.885,-0.214,-0.443,0,0,0,43.39,1019.036640625
26,1539388599.028826,2018-10-13_075639,46.037,0.112,-0.061,0.949,-0.755,-0.183,-0.443,52.36,-26.355,80.958,43.4,1019.058671875
27,1539388599.1290803,2018-10-13_075639,46.025,0.111,-0.061,0.943,-0.885,-0.16,-0.458,52.36,-26.709,79.936,43.4,1019.0591015625
28,1539388599.232143,2018-10-13_075639,46.064,0.112,-0.061,0.949,-0.877,-0.153,-0.389,53.418,-26.002,81.64,43.4,1019.0400390625
29,1539388599.338141,2018-10-13_075639,46.007,0.113,-0.06,0.945,-0.877,-0.122,-0.534,53.241,-27.947,79.765,43.4,1019.056953125
30,1539388599.4436202,2018-10-13_075639,46.004,0.111,-0.059,0.949,-0.717,-0.198,-0.496,53.418,-25.294,81.981,43.4,1019.0565234375
31,1539388599.5504196,2018-10-13_075639,46.016,0.11,-0.059,0.948,-0.862,-0.221,-0.542,53.594,-27.24,80.788,43.39,1019.054375
32,1539388599.6475413,2018-10-13_075639,46.034,0.112,-0.059,0.945,-0.847,-0.13,-0.656,52.007,-26.355,81.299,43.39,1019.064375
33,1539388599.7497156,2018-10-13_075639,46.04,0.111,-0.061,0.944,-0.687,-0.221,-0.549,53.594,-29.009,80.447,43.39,1019.054375
34,1539388599.855793,2018-10-13_075639,46.004,0.112,-0.06,0.944,-0.809,-0.114,-0.534,53.418,-27.063,79.936,43.39,1019.0526171875
35,1539388599.9581015,2018-10-13_075639,46.028,0.111,-0.06,0.949,-0.916,-0.252,-0.511,53.065,-25.648,79.936,43.4,1019.06
36,1539388600.0622437,2018-10-13_075640,46.061,0.112,-0.061,0.947,-0.748,0.198,-0.45,53.594,-24.056,81.81,43.4,1019.0357421875
37,1539388600.1629915,2018-10-13_075640,46.022,0.111,-0.058,0.948,-0.633,-0.092,-0.465,0,0,0,43.4,1019.0183984375
38,1539388600.2637825,2018-10-13_075640,46.046,0.112,-0.061,0.948,-0.969,0.015,-0.534,0,0,0,43.4,1019.045234375
39,1539388600.366876,2018-10-13_075640,46.049,0.108,-0.059,0.947,-0.816,-0.198,-0.473,53.065,-25.648,81.981,43.4,1019.06171875
40,1539388600.4696486,2018-10-13_075640,46.034,0.11,-0.061,0.949,-0.916,-0.252,-0.473,54.828,-27.417,80.958,43.4,1019.0721484375
41,1539388600.5719438,2018-10-13_075640,46.019,0.112,-0.062,0.947,-0.816,-0.206,-0.473,53.065,-26.355,79.595,43.4,1019.05828125
42,1539388600.6752343,2018-10-13_075640,46.034,0.113,-0.058,0.947,-0.839,-0.267,-0.465,0,0,0,43.4,1019.0530859375
43,1539388600.7743359,2018-10-13_075640,46.043,0.111,-0.059,0.948,-0.786,-0.175,-0.45,0,0,0,43.4,1019.0409375
44,1539388600.8707347,2018-10-13_075640,46.043,0.11,-0.059,0.945,-0.916,-0.145,-0.443,53.946,-27.593,81.47,43.4,1019.04828125
45,1539388600.9728427,2018-10-13_075640,46.058,0.111,-0.059,0.946,-0.771,-0.183,-0.61,53.77,-26.355,80.958,43.4,1019.0647265625
46,1539388601.0747733,2018-10-13_075641,46.061,0.11,-0.061,0.945,-0.839,-0.221,-0.435,52.36,-26.355,81.981,43.4,1019.0734375
47,1539388601.1731987,2018-10-13_075641,46.055,0.109,-0.061,0.946,-0.839,-0.16,-0.404,0,0,0,43.41,1019.0734375
48,1539388601.2774699,2018-10-13_075641,46.037,0.109,-0.06,0.944,-0.755,-0.168,-0.458,0,0,0,43.41,1019.072109375
49,1539388601.3731937,2018-10-13_075641,46.046,0.11,-0.06,0.945,-0.824,-0.206,-0.481,53.594,-25.825,80.788,43.41,1019.065625
50,1539388601.4768684,2018-10-13_075641,46.028,0.112,-0.06,0.948,-0.847,-0.168,-0.42,53.418,-28.124,80.958,43.4,1019.0473828125
51,1539388601.5797908,2018-10-13_075641,46.049,0.112,-0.06,0.948,-0.763,-0.168,-0.465,53.418,-26.002,80.958,43.41,1019.0647265625
52,1539388601.6799178,2018-10-13_075641,46.052,0.112,-0.059,0.948,-0.854,-0.191,-0.435,53.77,-26.355,80.276,43.4,1019.0456640625
53,1539388601.7823145,2018-10-13_075641,46.031,0.109,-0.062,0.948,-0.839,-0.13,-0.328,52.536,-26.532,81.47,43.4,1019.041796875
54,1539388601.882466,2018-10-13_075641,46.025,0.111,-0.059,0.947,-0.893,-0.137,-0.374,54.475,-27.417,79.936,43.4,1019.0664453125
55,1539388601.9841566,2018-10-13_075641,46.052,0.111,-0.06,0.944,-0.778,-0.153,-0.404,53.241,-26.532,79.424,43.4,1019.073828125
56,1539388602.0882237,2018-10-13_075642,46.061,0.109,-0.058,0.949,-0.786,-0.221,-0.526,51.831,-25.471,80.788,43.4,1019.052578125
57,1539388602.193969,2018-10-13_075642,46.031,0.11,-0.058,0.942,-0.801,-0.168,-0.519,52.36,-27.77,81.981,43.4,1019.0591015625
58,1539388602.3011115,2018-10-13_075642,46.046,0.111,-0.06,0.947,-0.763,-0.198,-0.488,52.712,-26.709,80.276,43.4,1019.0699609375
59,1539388602.4042096,2018-10-13_075642,46.025,0.112,-0.06,0.944,-0.801,-0.16,-0.542,52.889,-25.471,81.81,43.4,1019.0647265625
60,1539388602.5073888,2018-10-13_075642,46.025,0.112,-0.06,0.948,-0.74,-0.214,-0.61,53.241,-25.825,82.492,43.4,1019.0577734375
61,1539388602.6089387,2018-10-13_075642,46.049,0.11,-0.061,0.948,-0.809,-0.198,-0.496,53.241,-25.471,81.81,43.4,1019.058671875
62,1539388602.7127695,2018-10-13_075642,46.046,0.11,-0.06,0.95,-0.786,-0.198,-0.42,52.183,-25.825,81.81,43.4,1019.0478515625
63,1539388602.8148382,2018-10-13_075642,46.046,0.112,-0.061,0.943,-0.793,-0.16,-0.465,54.475,-25.294,81.299,43.4,1019.05046875
64,1539388602.9153826,2018-10-13_075642,46.061,0.11,-0.058,0.948,-0.587,-0.175,-0.381,52.183,-26.886,81.81,43.4,1019.06125
65,1539388603.015259,2018-10-13_075643,46.037,0.11,-0.061,0.948,-0.732,-0.076,-0.549,51.831,-26.178,80.447,43.4,1019.04390625
66,1539388603.1227574,2018-10-13_075643,46.025,0.11,-0.06,0.945,-0.771,-0.153,-0.496,53.241,-26.886,81.81,43.4,1019.06125
67,1539388603.2181592,2018-10-13_075643,46.052,0.109,-0.059,0.946,-0.801,-0.092,-0.389,53.418,-25.648,80.617,43.41,1019.0616796875
68,1539388603.3153307,2018-10-13_075643,46.04,0.111,-0.06,0.949,-0.793,-0.252,-0.534,53.241,-27.593,79.765,43.41,1019.0586328125
69,1539388603.4164858,2018-10-13_075643,46.073,0.109,-0.059,0.948,-0.732,-0.191,-0.404,52.889,-26.178,80.447,43.41,1019.0778515625
70,1539388603.5194879,2018-10-13_075643,46.055,0.109,-0.061,0.951,-0.725,-0.16,-0.473,52.536,-28.301,82.151,43.41,1019.0501171875
71,1539388603.6216173,2018-10-13_075643,46.043,0.109,-0.059,0.949,-0.786,-0.206,-0.435,53.77,-27.417,81.299,43.41,1019.07828125
72,1539388603.7214189,2018-10-13_075643,46.061,0.11,-0.058,0.944,-0.763,-0.046,-0.481,53.241,-26.178,80.106,43.41,1019.0821875
73,1539388603.8258321,2018-10-13_075643,46.088,0.11,-0.058,0.949,-0.854,-0.237,-0.443,53.946,-26.886,79.424,43.42,1019.0769921875
74,1539388603.9289417,2018-10-13_075643,46.073,0.112,-0.059,0.949,-0.824,-0.191,-0.481,53.418,-26.355,80.958,43.42,1019.0717578125
75,1539388604.0326061,2018-10-13_075644,46.103,0.109,-0.059,0.947,-0.832,-0.237,-0.496,51.831,-27.24,80.788,43.42,1019.0479296875
76,1539388604.1365821,2018-10-13_075644,46.067,0.111,-0.061,0.945,-0.793,-0.298,-0.336,0,0,0,43.42,1019.069140625
77,1539388604.23429,2018-10-13_075644,46.088,0.112,-0.059,0.947,-0.778,-0.267,-0.488,51.655,-25.648,82.663,43.43,1019.0539453125
78,1539388604.3346882,2018-10-13_075644,46.088,0.11,-0.061,0.945,-0.809,-0.343,-0.465,52.536,-25.471,82.492,43.43,1019.0626171875
79,1539388604.4345055,2018-10-13_075644,46.058,0.111,-0.06,0.948,-0.824,-0.191,-0.412,52.536,-26.886,81.129,43.43,1019.074765625
80,1539388604.5340607,2018-10-13_075644,46.058,0.11,-0.06,0.947,-0.656,0.092,-0.389,54.475,-26.709,78.572,43.42,1019.080078125
81,1539388604.6316583,2018-10-13_075644,46.058,0.111,-0.058,0.949,-0.641,0.015,-0.45,53.065,-26.002,80.617,43.42,1019.0721875
82,1539388604.7333722,2018-10-13_075644,46.079,0.109,-0.061,0.948,-0.664,-0.221,-0.481,55.18,-26.355,80.617,43.43,1019.0695703125
83,1539388604.8292134,2018-10-13_075644,46.064,0.108,-0.059,0.949,-0.771,-0.183,-0.481,53.594,-26.532,82.151,43.42,1019.06046875
84,1539388604.9283853,2018-10-13_075644,46.073,0.111,-0.06,0.945,-0.824,-0.198,-0.519,50.949,-24.586,81.299,43.43,1019.065703125
85,1539388605.0325263,2018-10-13_075645,46.094,0.111,-0.06,0.948,-0.778,-0.122,-0.381,0,0,0,43.43,1019.0539453125
86,1539388605.1289625,2018-10-13_075645,46.058,0.109,-0.058,0.947,-0.732,-0.221,-0.381,53.065,-27.77,80.617,43.42,1019.074375
87,1539388605.2310774,2018-10-13_075645,46.064,0.11,-0.057,0.945,-0.854,-0.244,-0.381,53.065,-26.355,80.958,43.42,1019.063125
88,1539388605.3259234,2018-10-13_075645,46.058,0.11,-0.062,0.946,-0.763,-0.29,-0.381,52.183,-26.178,80.788,43.42,1019.0717578125
89,1539388605.42624,2018-10-13_075645,46.04,0.112,-0.059,0.944,-0.816,-0.214,-0.511,0,0,0,43.41,1019.0691796875
90,1539388605.5238159,2018-10-13_075645,46.034,0.112,-0.058,0.947,-0.832,-0.092,-0.42,51.655,-26.355,81.299,43.41,1019.0586328125
91,1539388605.619674,2018-10-13_075645,46.025,0.109,-0.059,0.949,-0.671,-0.198,-0.435,53.241,-26.886,80.788,43.41,1019.06734375
92,1539388605.7196264,2018-10-13_075645,46.043,0.113,-0.06,0.947,-0.717,-0.175,-0.374,52.007,-26.709,81.299,43.41,1019.06734375
93,1539388605.8212302,2018-10-13_075645,46.07,0.111,-0.056,0.945,-0.854,-0.229,-0.427,54.475,-26.002,81.981,43.41,1019.0690625
94,1539388605.9271564,2018-10-13_075645,46.052,0.112,-0.061,0.954,-0.916,-0.32,-0.443,54.299,-27.593,79.765,43.41,1019.05515625
95,1539388606.0240612,2018-10-13_075646,46.064,0.11,-0.059,0.948,-0.847,-0.099,-0.381,53.77,-27.417,80.617,43.41,1019.072109375
96,1539388606.1295211,2018-10-13_075646,46.064,0.111,-0.06,0.947,-0.786,-0.198,-0.397,52.712,-24.586,80.276,43.41,1019.0865234375
97,1539388606.233218,2018-10-13_075646,46.016,0.109,-0.059,0.948,-0.893,-0.305,-0.496,52.007,-26.355,80.276,43.41,1019.0955859375
98,1539388606.341027,2018-10-13_075646,46.079,0.11,-0.057,0.946,-0.938,-0.229,-0.435,52.712,-25.648,80.958,43.41,1019.094296875
99,1539388606.443406,2018-10-13_075646,46.073,0.113,-0.058,0.95,-0.854,-0.198,-0.443,53.594,-24.056,80.106,43.41,1019.0587890625
100,1539388606.545552,2018-10-13_075646,46.076,0.11,-0.061,0.953,-0.702,-0.038,-0.488,52.536,-26.178,80.788,43.41,1019.0709375
101,1539388606.647546,2018-10-13_075646,46.037,0.112,-0.061,0.946,-0.755,-0.183,-0.443,55.709,-26.886,81.47,43.41,1019.0848046875
102,1539388606.7543573,2018-10-13_075646,46.034,0.11,-0.061,0.946,-0.839,-0.259,-0.351,51.831,-27.24,82.492,43.41,1019.072109375
103,1539388606.8564043,2018-10-13_075646,46.034,0.109,-0.061,0.946,-0.732,-0.275,-0.359,53.946,-26.532,80.447,43.41,1019.0963671875
104,1539388606.9602184,2018-10-13_075646,46.025,0.11,-0.06,0.945,-0.969,-0.282,-0.496,53.065,-26.355,81.64,43.41,1019.11890625
105,1539388607.0677438,2018-10-13_075647,46.016,0.111,-0.058,0.949,-0.763,-0.038,-0.504,54.299,-27.24,80.788,43.41,1019.091171875
106,1539388607.173156,2018-10-13_075647,46.07,0.111,-0.059,0.947,-0.854,-0.343,-0.45,53.77,-25.294,81.299,43.4,1019.1150390625
107,1539388607.2768197,2018-10-13_075647,46.04,0.112,-0.059,0.95,-0.916,-0.359,-0.496,53.241,-25.117,81.47,43.41,1019.081640625
108,1539388607.381095,2018-10-13_075647,46.031,0.111,-0.06,0.953,-1.068,-0.771,-0.374,53.065,-26.002,80.276,43.4,1019.0734375
109,1539388607.4880497,2018-10-13_075647,46.028,0.11,-0.062,0.947,-0.74,-0.252,-0.488,54.123,-27.063,81.64,43.4,1019.0760546875
110,1539388607.5907812,2018-10-13_075647,46.022,0.108,-0.06,0.951,-0.771,-0.031,-0.435,55.357,-26.532,80.788,43.4,1019.0760546875
111,1539388607.6955426,2018-10-13_075647,46.025,0.111,-0.058,0.951,-0.801,-0.175,-0.519,55.357,-27.593,79.765,43.4,1019.075625
112,1539388607.7962153,2018-10-13_075647,45.995,0.112,-0.061,0.947,-0.816,-0.153,-0.42,53.241,-27.593,80.788,43.39,1019.066484375
113,1539388607.9040296,2018-10-13_075647,45.998,0.111,-0.058,0.946,-0.755,-0.259,-0.45,52.712,-25.648,81.299,43.39,1019.08734375
114,1539388608.00614,2018-10-13_075648,46.01,0.11,-0.06,0.945,-0.816,0.008,-0.511,54.299,-25.117,80.788,43.39,1019.0908203125
115,1539388608.1049232,2018-10-13_075648,46.016,0.111,-0.058,0.95,-0.786,0.038,-0.504,51.478,-27.24,81.47,43.39,1019.0786328125
116,1539388608.2098348,2018-10-13_075648,46.022,0.112,-0.061,0.949,-0.923,-0.244,-0.404,52.712,-26.002,79.936,43.4,1019.0829296875
117,1539388608.314236,2018-10-13_075648,46.025,0.108,-0.061,0.949,-0.832,-0.275,-0.633,52.36,-25.648,81.299,43.4,1019.0760546875
118,1539388608.4148648,2018-10-13_075648,46.019,0.109,-0.059,0.953,-0.778,-0.259,-0.504,52.712,-27.063,81.299,43.4,1019.0647265625
119,1539388608.522689,2018-10-13_075648,46.04,0.111,-0.057,0.948,-0.557,0.465,-0.534,53.065,-25.648,80.276,43.41,1019.0686328125
120,1539388608.6211996,2018-10-13_075648,46.067,0.107,-0.058,0.946,-0.778,-0.122,-0.374,54.123,-27.063,80.276,43.41,1019.08640625
121,1539388608.7272282,2018-10-13_075648,46.052,0.111,-0.055,0.94,-0.839,-0.153,-0.397,52.36,-25.648,81.64,43.41,1019.0638671875
122,1539388608.8347092,2018-10-13_075648,46.061,0.111,-0.061,0.947,-0.74,-0.183,-0.473,54.299,-27.593,82.151,43.41,1019.0674609375
123,1539388608.935992,2018-10-13_075648,46.028,0.113,-0.059,0.947,-0.572,0.099,-0.366,53.77,-26.709,80.958,43.41,1019.065625
124,1539388609.0402226,2018-10-13_075649,46.025,0.109,-0.059,0.949,-1.289,-0.771,-0.542,53.241,-26.532,80.447,43.41,1019.06265625
125,1539388609.147702,2018-10-13_075649,46.04,0.109,-0.06,0.947,-0.71,0.16,-0.496,52.536,-27.24,79.424,43.41,1019.0778515625
126,1539388609.2519653,2018-10-13_075649,46.049,0.105,-0.059,0.95,-1.007,-0.412,-0.45,53.418,-27.063,81.981,43.41,1019.0709375
127,1539388609.3580456,2018-10-13_075649,46.058,0.111,-0.061,0.943,-0.496,0.267,-0.488,53.065,-24.233,81.299,43.41,1019.0934765625
128,1539388609.474963,2018-10-13_075649,46.043,0.113,-0.06,0.947,-0.87,-0.252,-0.435,54.299,-25.471,82.151,43.41,1019.088671875
129,1539388609.577987,2018-10-13_075649,46.034,0.113,-0.058,0.947,-0.626,-0.244,-0.542,52.889,-27.24,81.129,43.42,1019.092578125
130,1539388609.6791596,2018-10-13_075649,46.058,0.108,-0.06,0.952,-0.862,-0.305,-0.412,54.475,-26.355,80.276,43.42,1019.092578125
131,1539388609.7812266,2018-10-13_075649,46.046,0.114,-0.059,0.948,-0.755,-0.259,-0.458,53.418,-26.002,80.958,43.42,1019.10296875
132,1539388609.8839612,2018-10-13_075649,46.031,0.11,-0.06,0.952,-0.748,-0.267,-0.435,52.889,-26.178,81.81,43.42,1019.0787109375
133,1539388609.98288,2018-10-13_075649,46.013,0.111,-0.061,0.945,-0.755,-0.183,-0.511,52.36,-25.648,80.617,43.42,1019.08390625
134,1539388610.0801263,2018-10-13_075650,46.07,0.111,-0.057,0.947,-0.786,-0.076,-0.458,54.652,-28.301,81.129,43.42,1019.0891015625
135,1539388610.18199,2018-10-13_075650,46.031,0.109,-0.061,0.949,-0.816,-0.084,-0.404,53.594,-24.763,80.447,43.42,1019.0804296875
136,1539388610.2892678,2018-10-13_075650,46.046,0.112,-0.059,0.943,-0.9,-0.244,-0.542,0,0,0,43.42,1019.0683203125
137,1539388610.3846767,2018-10-13_075650,46.061,0.109,-0.061,0.946,-0.755,-0.153,-0.511,0,0,0,43.42,1019.0687109375
138,1539388610.482652,2018-10-13_075650,46.052,0.112,-0.06,0.946,-0.786,-0.122,-0.32,0,0,0,43.42,1019.0669921875
139,1539388610.5793355,2018-10-13_075650,46.049,0.11,-0.061,0.948,-0.771,-0.214,-0.381,0,0,0,43.42,1019.0405859375
140,1539388610.6712754,2018-10-13_075650,46.067,0.109,-0.058,0.95,-0.71,-0.259,-0.435,51.126,-26.178,80.106,43.42,1019.082578125
141,1539388610.7721906,2018-10-13_075650,46.037,0.11,-0.061,0.95,-0.626,-0.252,-0.45,52.889,-25.471,82.833,43.42,1019.054453125
142,1539388610.8678386,2018-10-13_075650,46.073,0.111,-0.059,0.951,-0.931,-0.267,-0.427,52.36,-24.94,80.617,43.41,1019.053984375
143,1539388610.9673212,2018-10-13_075650,46.064,0.111,-0.062,0.948,-0.854,-0.16,-0.366,54.123,-27.417,79.254,43.42,1019.0704296875
144,1539388611.067634,2018-10-13_075651,46.04,0.11,-0.061,0.948,-0.786,-0.153,-0.359,53.065,-26.002,81.981,43.41,1019.0557421875
145,1539388611.1662643,2018-10-13_075651,46.04,0.109,-0.058,0.949,-0.793,-0.153,-0.427,0,0,0,43.42,1019.0700390625
146,1539388611.2626786,2018-10-13_075651,46.067,0.111,-0.058,0.947,-0.816,-0.137,-0.481,53.77,-25.648,79.936,43.42,1019.0891015625
147,1539388611.3565226,2018-10-13_075651,46.049,0.111,-0.059,0.95,-0.801,-0.175,-0.519,52.36,-25.648,80.617,43.41,1019.085625
148,1539388611.4608545,2018-10-13_075651,46.076,0.111,-0.058,0.946,-0.839,-0.336,-0.45,54.828,-24.586,79.595,43.41,1019.07828125
149,1539388611.5638685,2018-10-13_075651,46.031,0.107,-0.059,0.948,-0.893,-0.267,-0.473,0,0,0,43.42,1019.073515625
150,1539388611.6535237,2018-10-13_075651,46.067,0.107,-0.057,0.949,-0.832,-0.305,-0.534,53.241,-26.886,80.106,43.41,1019.07265625
151,1539388611.7555902,2018-10-13_075651,46.049,0.112,-0.058,0.949,-0.717,-0.298,-0.458,52.536,-26.178,79.424,43.41,1019.0661328125
152,1539388611.8578591,2018-10-13_075651,46.055,0.11,-0.058,0.948,-0.771,-0.191,-0.443,0,0,0,43.41,1019.062265625
153,1539388611.9561272,2018-10-13_075651,46.046,0.113,-0.058,0.947,-0.778,-0.099,-0.443,0,0,0,43.41,1019.07265625
154,1539388612.0528479,2018-10-13_075652,46.061,0.112,-0.061,0.947,-0.755,-0.053,-0.496,51.126,-25.825,80.788,43.41,1019.0674609375
155,1539388612.147305,2018-10-13_075652,46.052,0.113,-0.06,0.948,-0.71,0.038,-0.359,52.36,-25.648,79.936,43.41,1019.0691796875
156,1539388612.25314,2018-10-13_075652,46.067,0.111,-0.059,0.951,-0.755,-0.198,-0.397,0,0,0,43.41,1019.0691796875
157,1539388612.3494992,2018-10-13_075652,46.049,0.111,-0.059,0.946,-0.885,-0.137,-0.427,51.831,-25.471,82.151,43.41,1019.0582421875
158,1539388612.4463975,2018-10-13_075652,46.082,0.113,-0.061,0.947,-0.816,-0.038,-0.412,53.065,-24.94,80.958,43.41,1019.0690625
159,1539388612.543354,2018-10-13_075652,46.058,0.112,-0.059,0.95,-0.763,-0.16,-0.351,54.299,-26.532,80.106,43.41,1019.0603515625
160,1539388612.6474953,2018-10-13_075652,46.082,0.109,-0.059,0.947,-0.809,-0.153,-0.389,52.36,-27.063,81.64,43.41,1019.0725390625
161,1539388612.7464702,2018-10-13_075652,46.061,0.11,-0.061,0.948,-0.824,-0.214,-0.404,0,0,0,43.41,1019.1050390625
162,1539388612.8446815,2018-10-13_075652,46.067,0.11,-0.06,0.949,-0.748,-0.099,-0.511,53.77,-28.124,79.936,43.41,1019.0634375
163,1539388612.9418676,2018-10-13_075652,46.082,0.109,-0.062,0.951,-0.862,-0.214,-0.45,53.77,-26.709,81.981,43.41,1019.0825
164,1539388613.0413036,2018-10-13_075653,46.082,0.111,-0.061,0.949,-0.809,-0.153,-0.45,52.889,-25.825,81.129,43.41,1019.077734375
165,1539388613.1405706,2018-10-13_075653,46.052,0.109,-0.059,0.951,-0.771,-0.145,-0.404,0,0,0,43.41,1019.0674609375
166,1539388613.2320254,2018-10-13_075653,46.052,0.114,-0.061,0.941,-0.511,0.534,-0.374,52.536,-26.178,81.129,43.41,1019.093359375
167,1539388613.3329947,2018-10-13_075653,46.073,0.107,-0.059,0.951,-0.717,-0.023,-0.397,53.77,-24.233,80.958,43.41,1019.08640625
168,1539388613.4317045,2018-10-13_075653,46.046,0.104,-0.057,0.952,-1.007,-0.908,-0.542,51.655,-27.063,81.64,43.41,1019.093359375
169,1539388613.5325725,2018-10-13_075653,46.064,0.112,-0.059,0.949,-0.931,-0.473,-0.526,53.065,-25.648,81.64,43.41,1019.100390625
170,1539388613.6310217,2018-10-13_075653,46.061,0.11,-0.055,0.949,-0.778,0.29,-0.366,0,0,0,43.41,1019.107734375
171,1539388613.7248812,2018-10-13_075653,46.079,0.106,-0.061,0.951,-0.732,-0.107,-0.526,0,0,0,43.41,1019.0834765625
172,1539388613.8201685,2018-10-13_075653,46.052,0.108,-0.06,0.951,-0.893,-0.877,-0.443,53.418,-26.709,81.64,43.41,1019.0955859375
173,1539388613.9203775,2018-10-13_075653,46.07,0.11,-0.059,0.946,-0.999,-0.473,-0.458,53.418,-27.063,79.595,43.42,1019.086953125
174,1539388614.0209637,2018-10-13_075654,46.07,0.109,-0.06,0.944,-0.862,-0.046,-0.389,53.065,-26.709,82.322,43.41,1019.08171875
175,1539388614.1213303,2018-10-13_075654,46.076,0.109,-0.061,0.951,-0.793,-0.366,-0.458,54.652,-28.301,81.47,43.41,1019.0969140625
176,1539388614.2273462,2018-10-13_075654,46.049,0.108,-0.059,0.953,-0.954,-0.374,-0.473,0,0,0,43.41,1019.0812109375
177,1539388614.3219075,2018-10-13_075654,46.037,0.107,-0.057,0.948,-0.748,0.168,-0.542,55.533,-27.063,80.276,43.41,1019.079609375
178,1539388614.4245028,2018-10-13_075654,46.064,0.109,-0.058,0.948,-0.755,-0.32,-0.443,0,0,0,43.41,1019.0674609375
179,1539388614.518039,2018-10-13_075654,46.046,0.113,-0.061,0.947,-0.862,-0.397,-0.534,0,0,0,43.41,1019.0812109375
180,1539388614.6181805,2018-10-13_075654,46.028,0.11,-0.059,0.94,-0.771,0.145,-0.389,53.77,-27.063,80.958,43.41,1019.07265625
181,1539388614.7207193,2018-10-13_075654,46.04,0.111,-0.061,0.942,-0.679,-0.061,-0.42,0,0,0,43.41,1019.0969140625
