"key","timestamp","wall_time","imu_temp","imu_ax","imu_ay","imu_az","imu_gx","imu_gy","imu_gz","msu_ax","msu_ay","msu_az","baro_temp","baro"
"211","1538105584.5246387","2018-09-28_113304","54.133","-0.576","0.448","-0.754","-4.715","-11.932","0.74","4.231","59.432","-35.11","51.56","1006.33"
"212","1538105584.5534613","2018-09-28_113304","54.121","-0.568","0.457","-0.747","-4.982","-3.929","2.678","4.231","57.663","-33.065","51.56","1006.33"
"213","1538105584.5788002","2018-09-28_113304","54.091","-0.561","0.444","-0.729","-7.263","1.961","-1.419","5.818","57.84","-33.576","51.56","1006.33"
"214","1538105584.6020725","2018-09-28_113304","54.115","-0.568","0.414","-0.733","-6.058","5.806","-1.717","5.641","60.14","-33.747","51.56","1006.34"
"215","1538105584.6282024","2018-09-28_113304","54.151","-0.578","0.411","-0.75","-5.051","6.691","-4.486","4.231","57.663","-35.11","51.56","1006.34"
"216","1538105584.6511166","2018-09-28_113304","54.127","-0.597","0.401","-0.752","-1.839","8.072","-10.414","4.936","59.432","-33.747","51.56","1006.34"
"217","1538105584.6813784","2018-09-28_113304","54.139","-0.597","0.408","-0.767","5.043","11.864","-4.234","4.936","58.725","-33.065","51.56","1006.35"
"218","1538105584.7084577","2018-09-28_113304","54.142","-0.608","0.445","-0.771","0.595","10.933","0.809","5.465","58.548","-35.281","51.56","1006.35"
"219","1538105584.7316442","2018-09-28_113304","54.13","-0.615","0.443","-0.773","-2.93","5.424","2.014","5.465","60.316","-31.872","51.56","1006.38"
"220","1538105584.8596134","2018-09-28_113304","54.136","-0.597","0.409","-0.78","6.332","-8.934","-1.297","3.702","58.194","-33.576","51.56","1006.37"
"221","1538105584.887446","2018-09-28_113304","54.127","-0.59","0.417","-0.767","2.319","-5.28","-1.526","5.994","60.847","-34.429","51.56","1006.35"
"222","1538105584.913765","2018-09-28_113304","54.151","-0.59","0.395","-0.777","1.686","-4.295","-1.259","4.231","59.432","-34.769","51.56","1006.35"
"223","1538105584.9367905","2018-09-28_113304","54.127","-0.587","0.386","-0.74","3.342","0.725","-0.763","2.997","60.67","-35.281","51.56","1006.37"
"224","1538105584.9596894","2018-09-28_113304","54.127","-0.589","0.403","-0.771","9.865","6.271","2.457","6.17","59.255","-35.281","51.56","1006.37"
"225","1538105584.9832776","2018-09-28_113304","54.124","-0.591","0.466","-0.791","11.52","5.219","3.128","3.526","58.371","-34.769","51.56","1006.37"
"226","1538105585.0087302","2018-09-28_113305","54.142","-0.594","0.488","-0.775","2.014","-1.945","-3.983","5.289","57.663","-34.769","51.56","1006.35"
"227","1538105585.0322378","2018-09-28_113305","54.103","-0.574","0.465","-0.755","-3.38","-6.172","-1.434","4.76","59.255","-35.281","51.56","1006.35"
"228","1538105585.055253","2018-09-28_113305","54.145","-0.594","0.446","-0.754","-5.112","-6.844","1.099","4.584","59.432","-34.429","51.56","1006.35"
"229","1538105585.0781105","2018-09-28_113305","54.145","-0.587","0.434","-0.764","-4.44","-3.494","1.297","4.584","60.847","-34.088","51.56","1006.35"
"230","1538105585.1010103","2018-09-28_113305","54.133","-0.586","0.445","-0.776","-3.494","-1.015","0.633","6.347","59.432","-34.429","51.56","1006.35"
"231","1538105585.1249638","2018-09-28_113305","54.118","-0.579","0.46","-0.754","-5.302","1.198","-1.35","6.347","57.663","-34.429","51.56","1006.35"
"232","1538105585.1538458","2018-09-28_113305","54.115","-0.57","0.448","-0.732","-7.5","4.311","-3.487","4.055","59.609","-33.917","51.57","1006.34"
"233","1538105585.1788101","2018-09-28_113305","54.13","-0.577","0.405","-0.727","-7.683","6.523","-4.509","4.936","59.078","-34.429","51.57","1006.34"
"234","1538105585.2043595","2018-09-28_113305","54.157","-0.585","0.371","-0.749","-2.289","9.079","-2.083","5.113","60.316","-32.895","51.57","1006.35"
"235","1538105585.2355065","2018-09-28_113305","54.151","-0.606","0.405","-0.784","2.747","7.843","-3.273","3.702","57.84","-34.94","51.57","1006.35"
"236","1538105585.2595932","2018-09-28_113305","54.127","-0.609","0.44","-0.793","0.626","6.447","-0.32","5.289","59.432","-35.451","51.57","1006.35"
"237","1538105585.2826064","2018-09-28_113305","54.139","-0.596","0.45","-0.77","-5.043","0.015","3.532","6.523","58.548","-33.576","51.57","1006.35"
"238","1538105585.3108387","2018-09-28_113305","54.136","-0.605","0.413","-0.744","-5.836","-2.487","3.716","4.055","58.901","-34.94","51.57","1006.35"
"239","1538105585.3354847","2018-09-28_113305","54.133","-0.573","0.377","-0.729","4.669","-9.056","3.12","4.936","60.14","-33.065","51.57","1006.36"
"240","1538105585.35969","2018-09-28_113305","54.136","-0.62","0.383","-0.791","-1.717","-6.584","3.517","4.407","58.194","-34.258","51.58","1006.36"
"241","1538105585.3834064","2018-09-28_113305","54.127","-0.596","0.388","-0.78","2.388","-7.904","3.075","5.465","59.255","-34.258","51.58","1006.36"
"242","1538105585.4079108","2018-09-28_113305","54.127","-0.597","0.385","-0.783","2.899","-7.866","-3.136","4.76","58.901","-33.917","51.58","1006.37"
"243","1538105585.4312108","2018-09-28_113305","54.151","-0.587","0.395","-0.775","2.22","-3.876","-4.379","5.113","58.548","-33.576","51.57","1006.37"
"244","1538105585.4601483","2018-09-28_113305","54.115","-0.579","0.393","-0.729","3.616","4.189","-3.7","5.818","59.255","-33.917","51.57","1006.37"
"245","1538105585.4831128","2018-09-28_113305","54.145","-0.601","0.406","-0.769","6.393","9.315","-1.122","5.113","59.963","-35.963","51.57","1006.34"
"246","1538105585.5064375","2018-09-28_113305","54.154","-0.603","0.445","-0.791","7.698","9.216","1.9","4.407","59.609","-34.94","51.57","1006.34"
"247","1538105585.5308034","2018-09-28_113305","54.13","-0.607","0.464","-0.782","3.105","0.694","-0.595","5.289","60.493","-34.429","51.57","1006.34"
"248","1538105585.5655375","2018-09-28_113305","54.127","-0.589","0.455","-0.752","-2.335","-10.872","-0.443","4.584","59.786","-33.747","51.58","1006.36"
"249","1538105585.5886028","2018-09-28_113305","54.166","-0.588","0.445","-0.758","-3.967","-13.145","0.488","4.936","60.493","-34.088","51.58","1006.36"
"250","1538105585.6117291","2018-09-28_113305","54.16","-0.577","0.452","-0.768","-3.304","-9.048","1.678","4.936","59.078","-34.429","51.58","1006.35"
"251","1538105585.635045","2018-09-28_113305","54.133","-0.572","0.458","-0.758","-1.709","-3.578","-0.031","4.936","58.725","-33.406","51.58","1006.35"
"252","1538105585.661655","2018-09-28_113305","54.151","-0.56","0.441","-0.752","-7.896","1.556","-0.58","4.584","59.786","-34.429","51.58","1006.35"
"253","1538105585.6853478","2018-09-28_113305","54.142","-0.572","0.411","-0.738","-10.872","1.198","-5.592","6.347","59.432","-34.088","51.58","1006.36"
"254","1538105585.727981","2018-09-28_113305","54.178","-0.596","0.396","-0.767","1.289","9.605","-5.684","5.113","60.316","-35.281","51.58","1006.36"
"255","1538105585.7519708","2018-09-28_113305","54.16","-0.602","0.424","-0.771","3.105","13.84","-1.251","5.465","60.67","-34.599","51.58","1006.35"
"256","1538105585.7812529","2018-09-28_113305","54.145","-0.605","0.441","-0.756","-3.929","9.987","2.09","4.76","58.548","-33.917","51.58","1006.35"
"257","1538105585.809183","2018-09-28_113305","54.163","-0.625","0.426","-0.779","-6.905","0.221","0.923","4.407","59.963","-34.599","51.58","1006.35"
"258","1538105585.8324206","2018-09-28_113305","54.13","-0.606","0.42","-0.753","-4.105","-5.31","0.938","3.702","58.901","-33.235","51.58","1006.35"
"259","1538105585.8571718","2018-09-28_113305","54.145","-0.609","0.388","-0.747","-3.365","-5.447","2.213","3.702","61.024","-33.235","51.58","1006.35"
"260","1538105585.883728","2018-09-28_113305","54.175","-0.599","0.392","-0.767","-0.969","-8.507","2.518","4.936","60.847","-33.406","51.59","1006.36"
"261","1538105585.9098997","2018-09-28_113305","54.16","-0.604","0.41","-0.777","-0.595","-7.172","-3.006","5.465","60.316","-34.258","51.59","1006.36"
"262","1538105585.9381154","2018-09-28_113305","54.163","-0.592","0.421","-0.765","0.275","-3.807","-1.579","4.584","59.786","-32.042","51.59","1006.36"
"263","1538105585.9666634","2018-09-28_113305","54.178","-0.584","0.418","-0.746","-3.143","-3.365","-0.923","5.289","60.493","-34.088","51.59","1006.36"
"264","1538105585.9902968","2018-09-28_113305","54.166","-0.59","0.414","-0.756","-0.961","-4.417","-2.67","4.936","59.786","-34.769","51.59","1006.36"
"265","1538105586.0184534","2018-09-28_113306","54.136","-0.588","0.43","-0.757","1.526","-3.418","-2.174","5.994","59.786","-34.088","51.59","1006.36"
"266","1538105586.0564296","2018-09-28_113306","54.157","-0.585","0.446","-0.751","-1.106","-1.328","0.046","5.113","58.901","-34.258","51.59","1006.36"
"267","1538105586.081593","2018-09-28_113306","54.154","-0.584","0.434","-0.742","-1.991","0.214","0.961","4.055","59.609","-33.576","51.59","1006.38"
"268","1538105586.1057515","2018-09-28_113306","54.16","-0.593","0.429","-0.756","-1.06","0.946","0.359","4.231","59.432","-33.406","51.59","1006.38"
"269","1538105586.131204","2018-09-28_113306","54.133","-0.593","0.425","-0.752","-1.198","2.083","-1.045","5.113","61.378","-33.235","51.59","1006.38"
"270","1538105586.1578548","2018-09-28_113306","54.169","-0.598","0.42","-0.751","-1.999","3.586","0.023","4.936","59.786","-34.088","51.6","1006.38"
"271","1538105586.1813483","2018-09-28_113306","54.136","-0.604","0.417","-0.754","-0.992","3.716","-0.023","4.584","59.432","-33.065","51.6","1006.38"
"272","1538105586.2045968","2018-09-28_113306","54.169","-0.601","0.423","-0.753","-0.481","2.701","-1.144","3.173","59.432","-32.724","51.6","1006.38"
"273","1538105586.2330918","2018-09-28_113306","54.154","-0.605","0.422","-0.756","-1.518","-0.435","-1.106","4.231","60.493","-35.11","51.6","1006.38"
"274","1538105586.2559974","2018-09-28_113306","54.157","-0.604","0.422","-0.76","-1.976","-1.793","-0.381","4.76","59.609","-32.895","51.6","1006.38"
"275","1538105586.2801826","2018-09-28_113306","54.178","-0.598","0.421","-0.755","-0.786","-1.755","-0.351","4.055","61.024","-34.599","51.6","1006.38"
"276","1538105586.3033738","2018-09-28_113306","54.172","-0.595","0.427","-0.751","-0.42","-1.472","-0.122","2.821","59.078","-34.088","51.6","1006.39"
"277","1538105586.326595","2018-09-28_113306","54.196","-0.595","0.429","-0.747","-1.022","-0.648","-0.366","4.055","60.67","-33.917","51.6","1006.39"
"278","1538105586.3496077","2018-09-28_113306","54.157","-0.598","0.423","-0.752","-1.793","0.229","0.252","2.997","58.548","-32.895","51.6","1006.39"
"279","1538105586.378609","2018-09-28_113306","54.163","-0.598","0.424","-0.751","0.053","1.076","0.305","4.76","60.316","-32.895","51.6","1006.37"
"280","1538105586.4027433","2018-09-28_113306","54.148","-0.595","0.424","-0.747","-0.153","0.778","0.519","4.584","59.786","-34.429","51.6","1006.37"
"281","1538105586.427721","2018-09-28_113306","54.145","-0.596","0.429","-0.754","-0.961","-1.198","0.45","4.936","59.786","-33.406","51.6","1006.37"
"282","1538105586.4552004","2018-09-28_113306","54.145","-0.593","0.428","-0.763","-1.19","-3.349","-0.275","4.584","59.078","-33.406","51.6","1006.37"
"283","1538105586.4840615","2018-09-28_113306","54.172","-0.594","0.43","-0.754","-1.411","-2.945","-0.496","4.76","59.255","-34.599","51.6","1006.37"
"284","1538105586.5087404","2018-09-28_113306","54.181","-0.593","0.426","-0.754","-1.335","-0.816","-0.229","4.936","61.201","-33.747","51.61","1006.38"
"285","1538105586.5334492","2018-09-28_113306","54.139","-0.591","0.425","-0.743","-1.694","1.251","-0.13","3.526","59.786","-33.065","51.61","1006.38"
"286","1538105586.5586865","2018-09-28_113306","54.157","-0.592","0.421","-0.747","-1.183","1.64","-0.404","4.231","60.14","-34.088","51.61","1006.39"
"287","1538105586.5873618","2018-09-28_113306","54.193","-0.598","0.422","-0.755","-0.58","0.58","-0.206","4.231","58.725","-33.747","51.61","1006.39"
"288","1538105586.6121018","2018-09-28_113306","54.19","-0.598","0.427","-0.758","-0.412","-0.565","0.015","5.465","61.024","-32.213","51.61","1006.39"
"289","1538105586.6423318","2018-09-28_113306","54.184","-0.6","0.433","-0.755","0.069","-1.091","1.053","3.526","60.14","-33.406","51.61","1006.37"
"290","1538105586.6654584","2018-09-28_113306","54.181","-0.598","0.437","-0.759","-0.206","-0.809","0.664","6.17","59.963","-33.917","51.61","1006.37"
"291","1538105586.6882536","2018-09-28_113306","54.178","-0.596","0.433","-0.756","-1.16","-0.282","0.214","4.76","59.963","-34.599","51.61","1006.37"
"292","1538105586.7165806","2018-09-28_113306","54.154","-0.604","0.424","-0.758","-1.938","0.473","0.298","2.644","59.609","-33.235","51.61","1006.38"
"293","1538105586.7396343","2018-09-28_113306","54.181","-0.605","0.423","-0.757","-0.847","0.252","0.229","4.407","58.194","-34.258","51.61","1006.38"
"294","1538105586.7655363","2018-09-28_113306","54.175","-0.602","0.424","-0.755","-0.778","-1.404","0.214","5.994","59.786","-33.747","51.61","1006.38"
"295","1538105586.790878","2018-09-28_113306","54.166","-0.593","0.422","-0.749","-1.48","-3.601","0.099","5.289","60.14","-33.065","51.61","1006.38"
"296","1538105586.8141663","2018-09-28_113306","54.181","-0.595","0.424","-0.748","-0.977","-4.425","-0.275","5.641","58.371","-33.406","51.61","1006.38"
"297","1538105586.8431008","2018-09-28_113306","54.181","-0.591","0.423","-0.752","-0.32","-3.258","-0.603","4.231","59.432","-34.769","51.61","1006.36"
"298","1538105586.8664622","2018-09-28_113306","54.157","-0.592","0.43","-0.753","-0.053","-2.167","-0.473","4.407","62.085","-32.895","51.61","1006.36"
"299","1538105586.892675","2018-09-28_113306","54.184","-0.59","0.433","-0.75","-0.359","-0.648","-0.519","3.878","60.14","-32.383","51.61","1006.36"
"300","1538105586.9170992","2018-09-28_113306","54.181","-0.592","0.433","-0.748","-0.641","0.229","-0.381","5.465","59.963","-32.895","51.62","1006.38"
"301","1538105586.9693594","2018-09-28_113306","54.181","-0.6","0.431","-0.75","-0.61","1.404","-0.389","5.289","59.786","-33.747","51.62","1006.36"
"302","1538105587.0063221","2018-09-28_113307","54.19","-0.603","0.424","-0.751","-1.19","0.946","-0.595","4.584","58.725","-33.406","51.62","1006.36"
"303","1538105587.0310016","2018-09-28_113307","54.172","-0.609","0.426","-0.756","-0.626","-0.153","-0.755","4.584","57.309","-34.429","51.62","1006.39"
"304","1538105587.0589166","2018-09-28_113307","54.211","-0.602","0.427","-0.751","-0.633","-1.175","-0.565","3.878","59.432","-33.065","51.62","1006.39"
"305","1538105587.0853927","2018-09-28_113307","54.169","-0.6","0.424","-0.75","-0.793","-1.747","-0.458","6.876","59.609","-32.213","51.62","1006.39"
"306","1538105587.108788","2018-09-28_113307","54.187","-0.599","0.429","-0.751","-0.336","-2.052","-0.58","5.465","59.963","-32.213","51.62","1006.36"
"307","1538105587.132149","2018-09-28_113307","54.193","-0.598","0.429","-0.753","-0.481","-1.801","-1.076","4.76","59.963","-34.599","51.62","1006.36"
"308","1538105587.162021","2018-09-28_113307","54.196","-0.599","0.426","-0.752","-0.45","-1.785","-0.145","5.641","59.078","-32.042","51.62","1006.36"
"309","1538105587.1871495","2018-09-28_113307","54.169","-0.594","0.427","-0.751","-0.16","-1.228","-0.168","4.584","60.493","-34.088","51.62","1006.37"
"310","1538105587.2122512","2018-09-28_113307","54.175","-0.599","0.43","-0.753","0.282","-0.343","-0.214","4.407","58.901","-34.258","51.62","1006.37"
"311","1538105587.236928","2018-09-28_113307","54.181","-0.599","0.431","-0.747","0.008","1.053","-0.702","4.055","59.255","-32.554","51.62","1006.37"
"312","1538105587.2637749","2018-09-28_113307","54.181","-0.602","0.429","-0.744","-0.473","1.64","-0.816","5.289","58.725","-33.406","51.62","1006.37"
"313","1538105587.2882712","2018-09-28_113307","54.187","-0.604","0.426","-0.752","-0.549","1.022","-0.038","5.113","58.901","-32.213","51.62","1006.37"
"314","1538105587.3352218","2018-09-28_113307","54.193","-0.606","0.428","-0.748","-0.336","-1.823","0.259","3.526","58.371","-33.065","51.62","1006.39"
"315","1538105587.3607886","2018-09-28_113307","54.199","-0.603","0.428","-0.746","-0.366","-2.441","0.618","5.465","58.548","-32.895","51.62","1006.39"
"316","1538105587.3852623","2018-09-28_113307","54.196","-0.604","0.432","-0.75","-0.916","-1.984","-0.046","5.465","59.609","-32.213","51.63","1006.38"
"317","1538105587.4147766","2018-09-28_113307","54.187","-0.601","0.43","-0.753","-1.068","-0.938","-0.511","3.35","59.609","-34.258","51.63","1006.38"
"318","1538105587.4385953","2018-09-28_113307","54.196","-0.598","0.425","-0.749","-1.419","-0.404","-0.244","4.231","58.725","-31.02","51.63","1006.38"
"319","1538105587.462299","2018-09-28_113307","54.157","-0.601","0.423","-0.752","-0.977","-0.206","-0.175","5.641","59.078","-33.406","51.63","1006.38"
"320","1538105587.489488","2018-09-28_113307","54.154","-0.6","0.425","-0.75","-0.725","-1.678","-0.214","4.231","60.14","-33.406","51.63","1006.38"
"321","1538105587.5158432","2018-09-28_113307","54.181","-0.596","0.424","-0.747","-0.793","-2.022","-0.618","5.994","59.432","-31.702","51.63","1006.38"
"322","1538105587.5403178","2018-09-28_113307","54.184","-0.594","0.426","-0.749","-0.839","-2.144","-0.122","4.936","59.432","-32.383","51.63","1006.38"
"323","1538105587.5721433","2018-09-28_113307","54.187","-0.594","0.43","-0.748","-0.275","-0.534","0.153","5.289","59.786","-33.747","51.63","1006.35"
"324","1538105587.5966733","2018-09-28_113307","54.187","-0.597","0.433","-0.752","-0.214","0.893","-0.32","4.584","58.371","-32.042","51.63","1006.35"
"325","1538105587.6327996","2018-09-28_113307","54.211","-0.598","0.429","-0.75","-0.847","2.647","0.053","4.584","59.786","-32.724","51.63","1006.35"
"326","1538105587.6571646","2018-09-28_113307","54.181","-0.604","0.43","-0.749","-0.854","2.678","0.389","4.76","59.609","-34.258","51.63","1006.39"
"327","1538105587.6833053","2018-09-28_113307","54.187","-0.606","0.427","-0.749","-1.114","2.159","0.099","6.17","60.67","-34.599","51.63","1006.39"
"328","1538105587.7146914","2018-09-28_113307","54.208","-0.606","0.425","-0.747","-0.458","0.671","-0.443","4.936","58.725","-33.747","51.64","1006.39"
"329","1538105587.7394314","2018-09-28_113307","54.163","-0.606","0.43","-0.753","-0.504","-0.351","-0.786","4.407","59.609","-34.258","51.64","1006.39"
"330","1538105587.7669132","2018-09-28_113307","54.199","-0.604","0.432","-0.75","-0.9","-1.289","-0.977","4.936","60.493","-34.429","51.64","1006.39"
"331","1538105587.792759","2018-09-28_113307","54.175","-0.602","0.428","-0.753","-1.045","-1.534","-0.748","5.465","60.316","-33.576","51.63","1006.38"
"332","1538105587.8189187","2018-09-28_113307","54.19","-0.599","0.43","-0.75","-0.839","-0.824","-0.916","5.641","59.432","-33.406","51.63","1006.38"
"333","1538105587.8444126","2018-09-28_113307","54.199","-0.598","0.428","-0.747","-0.839","-0.381","-0.32","6.523","60.67","-34.258","51.63","1006.36"
"334","1538105587.8715286","2018-09-28_113307","54.211","-0.596","0.431","-0.749","-0.885","0.046","-0.45","4.936","60.14","-33.065","51.64","1006.37"
"335","1538105587.8986945","2018-09-28_113307","54.193","-0.598","0.427","-0.751","-1.038","0.374","0.015","5.818","61.024","-34.599","51.64","1006.37"
"336","1538105587.922299","2018-09-28_113307","54.181","-0.597","0.423","-0.754","-0.633","-0.16","0.71","5.465","59.609","-33.917","51.64","1006.38"
"337","1538105587.9534988","2018-09-28_113307","54.196","-0.598","0.427","-0.751","0.389","-0.587","-0.168","4.584","60.14","-33.065","51.64","1006.38"
"338","1538105587.9802437","2018-09-28_113307","54.196","-0.599","0.43","-0.75","0.549","0.633","-0.481","4.584","58.371","-33.747","51.64","1006.4"
"339","1538105588.0048175","2018-09-28_113308","54.205","-0.597","0.434","-0.738","0.145","2.159","-0.282","5.113","58.548","-33.235","51.64","1006.4"
"340","1538105588.0276988","2018-09-28_113308","54.205","-0.605","0.433","-0.74","0.45","2.319","0.473","4.407","58.901","-33.576","51.64","1006.4"
"341","1538105588.0508823","2018-09-28_113308","54.202","-0.607","0.433","-0.751","0.748","1.175","0.465","2.821","60.493","-32.724","51.64","1006.37"
"342","1538105588.0779736","2018-09-28_113308","54.214","-0.606","0.433","-0.754","-0.099","-1.091","0.519","5.113","60.67","-33.576","51.64","1006.37"
"343","1538105588.1025157","2018-09-28_113308","54.229","-0.602","0.43","-0.756","-1.32","-2.541","0.481","5.289","58.371","-32.383","51.64","1006.37"
"344","1538105588.12528","2018-09-28_113308","54.187","-0.602","0.428","-0.751","-1.778","-2.281","0.443","5.465","59.255","-33.235","51.64","1006.36"
"345","1538105588.1495702","2018-09-28_113308","54.178","-0.597","0.425","-0.754","-1.999","-1.572","1.114","4.936","59.432","-34.429","51.64","1006.36"
"346","1538105588.173551","2018-09-28_113308","54.234","-0.594","0.423","-0.747","-1.251","-0.565","0.71","4.055","59.963","-32.895","51.64","1006.36"
"347","1538105588.1974978","2018-09-28_113308","54.214","-0.595","0.419","-0.75","-1.015","-0.053","-0.671","4.231","60.493","-33.406","51.64","1006.36"
"348","1538105588.2237334","2018-09-28_113308","54.211","-0.593","0.421","-0.748","-0.87","-0.076","-0.427","3.878","59.786","-33.747","51.64","1006.36"
"349","1538105588.248342","2018-09-28_113308","54.181","-0.593","0.425","-0.748","-0.427","-0.328","-0.137","4.407","61.732","-32.895","51.64","1006.36"
"350","1538105588.2724688","2018-09-28_113308","54.211","-0.593","0.432","-0.75","-0.046","-0.504","-0.603","4.584","60.14","-34.088","51.65","1006.36"
"351","1538105588.3021772","2018-09-28_113308","54.202","-0.594","0.437","-0.757","-0.496","0.031","-0.45","5.994","60.14","-32.383","51.65","1006.36"
"352","1538105588.32845","2018-09-28_113308","54.217","-0.594","0.439","-0.754","-0.854","1.572","0.122","4.407","58.901","-33.917","51.65","1006.37"
"353","1538105588.3551693","2018-09-28_113308","54.214","-0.597","0.44","-0.751","-1.335","3.098","0.511","4.231","60.847","-33.747","51.65","1006.37"
"354","1538105588.383717","2018-09-28_113308","54.211","-0.602","0.428","-0.752","-1.747","3.159","1.083","4.76","58.901","-33.917","51.65","1006.37"
"355","1538105588.4112003","2018-09-28_113308","54.229","-0.604","0.421","-0.754","-1.572","1.9","0.954","5.113","58.194","-33.235","51.65","1006.37"
"356","1538105588.4352605","2018-09-28_113308","54.217","-0.604","0.425","-0.754","-0.465","0.023","0.29","5.818","60.67","-33.235","51.65","1006.37"
"357","1538105588.458969","2018-09-28_113308","54.196","-0.601","0.428","-0.752","-0.244","-1.152","-0.168","4.055","59.963","-33.576","51.65","1006.39"
"358","1538105588.491252","2018-09-28_113308","54.229","-0.599","0.431","-0.75","-1.053","-1.915","-0.412","6.17","60.316","-32.554","51.65","1006.39"
"359","1538105588.5179312","2018-09-28_113308","54.22","-0.599","0.429","-0.756","-0.496","-1.678","-0.221","3.35","59.963","-34.258","51.65","1006.39"
"360","1538105588.5415192","2018-09-28_113308","54.202","-0.594","0.432","-0.754","-0.435","-1.572","-0.755","3.526","59.786","-33.406","51.66","1006.38"
"361","1538105588.5727007","2018-09-28_113308","54.226","-0.589","0.434","-0.752","-0.793","-0.877","-0.725","5.113","59.609","-33.917","51.66","1006.38"
"362","1538105588.6309934","2018-09-28_113308","54.211","-0.596","0.433","-0.753","-1.251","0.267","0.168","4.936","58.371","-35.11","51.66","1006.36"
"363","1538105588.6559029","2018-09-28_113308","54.202","-0.591","0.433","-0.748","-0.221","0.069","0.175","5.113","59.609","-32.895","51.66","1006.38"
"364","1538105588.681153","2018-09-28_113308","54.208","-0.595","0.426","-0.751","-0.458","-0.465","0.244","3.702","60.67","-33.576","51.66","1006.39"
"365","1538105588.7049713","2018-09-28_113308","54.205","-0.594","0.424","-0.757","-0.229","-0.809","0.572","4.407","58.901","-33.917","51.66","1006.39"
"366","1538105588.7315996","2018-09-28_113308","54.214","-0.599","0.427","-0.762","-0.076","0.107","0.381","4.231","59.432","-32.042","51.66","1006.37"
"367","1538105588.7607996","2018-09-28_113308","54.211","-0.601","0.432","-0.757","-0.038","1.518","0.076","4.055","59.609","-32.554","51.66","1006.37"
"368","1538105588.7909935","2018-09-28_113308","54.234","-0.598","0.44","-0.745","-0.839","1.938","-0.061","3.526","59.432","-33.747","51.66","1006.36"
"369","1538105588.8151984","2018-09-28_113308","54.205","-0.596","0.435","-0.744","-1.549","0.877","0.076","4.055","59.609","-32.895","51.67","1006.36"
"370","1538105588.8447757","2018-09-28_113308","54.234","-0.598","0.43","-0.755","-0.999","-2.22","0.328","4.055","59.963","-34.258","51.67","1006.36"
"371","1538105588.8678157","2018-09-28_113308","54.217","-0.597","0.43","-0.758","-0.359","-4.097","-0.389","3.173","59.078","-33.406","51.67","1006.39"
"372","1538105588.893702","2018-09-28_113308","54.229","-0.593","0.431","-0.758","-0.694","-3.471","-0.427","4.584","60.847","-34.088","51.67","1006.39"
"373","1538105588.9218595","2018-09-28_113308","54.22","-0.587","0.437","-0.751","-0.992","-0.473","0.496","4.584","60.847","-34.088","51.67","1006.39"
