Data,Timestamp,Wall_Time,MPU_Temp,IMU_Ax,IMU_Ay,IMU_Az,IMU_Gx,IMU_Gy,IMU_Gz,MSU_Ax,MSU_Ay,MSU_Az,Baro_Temp,Baro
43,1539402966.588038,2018-10-13_115606,42.011,-0.161,0.037,0.942,-0.755,-0.015,-0.534,23.8,80.481,-19.941,39.48,1017.83484375
44,1539402966.602289,2018-10-13_115606,42.008,-0.162,0.034,0.945,-1.007,-0.145,-0.473,23.976,81.012,-19.771,39.48,1017.83484375
45,1539402966.6167305,2018-10-13_115606,41.993,-0.164,0.037,0.944,-0.931,-0.046,-0.511,24.858,80.835,-18.578,39.48,1017.83484375
46,1539402966.6310434,2018-10-13_115606,42.023,-0.161,0.036,0.946,-0.801,0.061,-0.618,24.329,81.365,-18.748,39.48,1017.83484375
47,1539402966.6454124,2018-10-13_115606,42.002,-0.162,0.033,0.945,-0.809,-0.252,-0.511,23.447,81.188,-20.623,39.48,1017.83484375
48,1539402966.6597881,2018-10-13_115606,42.032,-0.164,0.034,0.948,-0.824,-0.16,-0.42,24.858,80.835,-18.237,39.48,1017.83484375
49,1539402966.6741002,2018-10-13_115606,42.017,-0.166,0.035,0.936,-0.908,0.412,-0.572,23.624,80.658,-19.089,39.48,1017.8434375
50,1539402966.6884165,2018-10-13_115606,41.999,-0.168,0.031,0.973,-1.038,-3.326,-0.381,24.505,80.835,-20.623,39.49,1017.8509375
51,1539402966.7026932,2018-10-13_115606,42.005,-0.145,0.034,0.944,-0.374,2.129,-0.603,23.976,82.78,-20.112,39.49,1017.8509375
52,1539402966.7169688,2018-10-13_115606,42.005,-0.166,0.04,0.912,-1.266,1.953,-0.931,24.858,80.127,-20.282,39.49,1017.8509375
53,1539402966.7312562,2018-10-13_115606,42.02,-0.169,0.042,0.976,-0.633,-2.785,-0.053,24.858,81.188,-20.282,39.49,1017.8509375
54,1539402966.7456923,2018-10-13_115606,42.029,-0.143,0.032,0.92,-0.046,1.884,-0.572,23.095,79.773,-21.305,39.49,1017.8398046875
55,1539402966.7600274,2018-10-13_115606,42.035,-0.18,0.042,0.951,-2.22,-1.045,-0.786,23.8,80.835,-20.282,39.49,1017.8398046875
56,1539402966.7743335,2018-10-13_115606,42.041,-0.149,0.024,0.945,-0.061,-0.267,-0.252,23.8,79.42,-20.964,39.49,1017.8398046875
57,1539402966.7888477,2018-10-13_115606,42.035,-0.168,0.043,0.93,-0.847,-0.267,-0.671,22.742,81.896,-20.282,39.49,1017.8398046875
58,1539402966.8032224,2018-10-13_115606,42.053,-0.158,0.033,0.96,-1.068,-0.214,-0.504,23.624,80.658,-19.771,39.49,1017.8398046875
59,1539402966.8176568,2018-10-13_115606,42.05,-0.162,0.036,0.929,-0.473,0.618,-0.45,24.329,81.365,-19.43,39.49,1017.850625
60,1539402966.8320527,2018-10-13_115606,42.08,-0.162,0.031,0.949,-1.427,-1.358,-0.488,25.034,80.304,-20.112,39.49,1017.850625
61,1539402966.8464706,2018-10-13_115606,42.05,-0.156,0.034,0.944,-0.328,0.252,-0.397,23.447,81.542,-18.578,39.49,1017.850625
62,1539402966.860867,2018-10-13_115606,42.074,-0.164,0.039,0.928,-0.931,0.191,-0.717,22.918,81.719,-19.771,39.49,1017.850625
63,1539402966.8757007,2018-10-13_115606,42.05,-0.161,0.029,0.955,-1.122,-0.954,-0.381,23.976,79.95,-20.112,39.49,1017.8287109375
64,1539402966.890271,2018-10-13_115606,42.08,-0.161,0.038,0.94,-0.305,0.595,-0.435,23.271,80.304,-20.112,39.5,1017.8287109375
65,1539402966.9047208,2018-10-13_115606,42.059,-0.164,0.036,0.943,-1.266,-0.549,-0.427,24.329,80.658,-18.748,39.5,1017.8287109375
66,1539402966.9190533,2018-10-13_115606,42.068,-0.162,0.033,0.947,-0.725,0.259,-0.511,25.21,81.896,-18.919,39.5,1017.8287109375
67,1539402966.9334822,2018-10-13_115606,42.056,-0.163,0.037,0.942,-0.999,-0.412,-0.443,23.976,81.012,-19.771,39.5,1017.8287109375
68,1539402966.9478178,2018-10-13_115606,42.047,-0.161,0.036,0.946,-0.687,0.168,-0.504,25.387,81.365,-18.748,39.5,1017.8507421875
69,1539402966.9621153,2018-10-13_115606,42.059,-0.163,0.034,0.943,-0.893,-0.427,-0.42,23.976,81.719,-19.43,39.5,1017.8507421875
70,1539402966.9764526,2018-10-13_115606,42.074,-0.162,0.035,0.949,-0.809,0.168,-0.427,23.8,82.603,-19.26,39.5,1017.8507421875
71,1539402966.9907644,2018-10-13_115606,42.101,-0.16,0.036,0.94,-0.87,-0.084,-0.473,24.329,81.012,-19.089,39.5,1017.8507421875
72,1539402967.005118,2018-10-13_115607,42.095,-0.164,0.033,0.948,-0.816,-0.45,-0.504,24.858,82.603,-19.941,39.5,1017.8507421875
73,1539402967.0195618,2018-10-13_115607,42.116,-0.159,0.032,0.945,-0.809,-0.015,-0.481,25.739,81.365,-20.793,39.51,1017.849609375
74,1539402967.0338683,2018-10-13_115607,42.125,-0.164,0.037,0.938,-0.74,0.099,-0.42,24.329,81.719,-18.066,39.51,1017.849609375
75,1539402967.048138,2018-10-13_115607,42.08,-0.162,0.033,0.941,-0.656,-0.381,-0.427,24.152,82.603,-17.896,39.51,1017.849609375
76,1539402967.062545,2018-10-13_115607,42.101,-0.162,0.034,0.948,-0.755,0.046,-0.45,23.095,79.773,-19.941,39.51,1017.849609375
77,1539402967.0769067,2018-10-13_115607,42.113,-0.161,0.033,0.939,-1.022,0.122,-0.511,25.563,82.957,-19.941,39.51,1017.845546875
78,1539402967.0911422,2018-10-13_115607,42.122,-0.161,0.035,0.943,-0.854,-0.45,-0.443,23.271,80.658,-19.089,39.52,1017.845546875
79,1539402967.1053863,2018-10-13_115607,42.098,-0.16,0.032,0.949,-0.847,-0.336,-0.542,24.858,80.127,-18.919,39.52,1017.845546875
80,1539402967.1196694,2018-10-13_115607,42.104,-0.164,0.034,0.941,-0.9,0.328,-0.534,24.329,81.012,-19.771,39.52,1017.845546875
81,1539402967.1338632,2018-10-13_115607,42.11,-0.163,0.034,0.941,-0.938,-0.29,-0.504,24.858,81.188,-19.6,39.52,1017.845546875
82,1539402967.1480446,2018-10-13_115607,42.119,-0.16,0.033,0.949,-0.74,-0.587,-0.389,23.8,81.188,-18.237,39.52,1017.8511328125
83,1539402967.1622434,2018-10-13_115607,42.116,-0.162,0.035,0.943,-0.847,0.259,-0.58,24.681,82.073,-20.453,39.52,1017.8511328125
84,1539402967.1765559,2018-10-13_115607,42.125,-0.162,0.034,0.941,-1.022,-0.175,-0.587,23.447,80.481,-20.282,39.52,1017.8511328125
85,1539402967.1907935,2018-10-13_115607,42.116,-0.161,0.033,0.945,-0.748,-0.511,-0.565,24.858,81.542,-19.6,39.52,1017.8511328125
86,1539402967.2050114,2018-10-13_115607,42.131,-0.158,0.033,0.947,-0.801,0.061,-0.427,23.8,80.835,-19.26,39.52,1017.8511328125
87,1539402967.2192197,2018-10-13_115607,42.128,-0.164,0.033,0.937,-1.038,0.389,-0.603,24.505,81.896,-19.941,39.53,1017.8298828125
88,1539402967.2335243,2018-10-13_115607,42.119,-0.163,0.034,0.951,-0.793,-0.679,-0.443,23.8,80.127,-19.26,39.53,1017.8298828125
89,1539402967.2477486,2018-10-13_115607,42.14,-0.158,0.032,0.944,-0.748,0.076,-0.519,24.681,81.719,-19.771,39.53,1017.8298828125
90,1539402967.2620058,2018-10-13_115607,42.158,-0.164,0.036,0.943,-0.816,0.13,-0.496,24.858,80.481,-19.26,39.53,1017.8298828125
91,1539402967.2763677,2018-10-13_115607,42.14,-0.162,0.035,0.944,-0.793,-0.374,-0.443,23.447,81.542,-18.919,39.53,1017.83765625
92,1539402967.2906215,2018-10-13_115607,42.161,-0.16,0.035,0.944,-0.832,-0.175,-0.572,22.918,80.658,-20.112,39.53,1017.83765625
93,1539402967.30518,2018-10-13_115607,42.149,-0.163,0.036,0.94,-0.854,-0.038,-0.526,24.858,80.835,-19.941,39.53,1017.83765625
94,1539402967.3196888,2018-10-13_115607,42.185,-0.16,0.031,0.942,-0.763,-0.076,-0.603,24.858,80.835,-19.941,39.53,1017.83765625
95,1539402967.3339987,2018-10-13_115607,42.17,-0.163,0.034,0.944,-0.694,-0.198,-0.488,22.037,80.835,-19.941,39.53,1017.83765625
96,1539402967.3483915,2018-10-13_115607,42.155,-0.162,0.036,0.942,-0.862,0.031,-0.473,23.976,78.889,-19.771,39.53,1017.8398046875
97,1539402967.3627005,2018-10-13_115607,42.164,-0.163,0.034,0.943,-0.877,-0.336,-0.511,24.152,80.835,-19.26,39.53,1017.8398046875
98,1539402967.3770843,2018-10-13_115607,42.152,-0.159,0.032,0.946,-0.793,-0.313,-0.435,24.858,81.542,-19.6,39.53,1017.8398046875
99,1539402967.3914757,2018-10-13_115607,42.167,-0.163,0.035,0.944,-0.633,0.389,-0.511,24.505,80.481,-18.237,39.53,1017.8398046875
100,1539402967.4057083,2018-10-13_115607,42.167,-0.161,0.032,0.947,-0.809,-0.244,-0.504,23.271,80.304,-19.771,39.53,1017.8398046875
101,1539402967.4201145,2018-10-13_115607,42.161,-0.161,0.035,0.945,-0.763,-0.031,-0.488,24.329,81.365,-19.43,39.54,1017.830859375
102,1539402967.4343848,2018-10-13_115607,42.182,-0.163,0.036,0.946,-0.847,-0.168,-0.443,23.271,82.427,-19.089,39.54,1017.830859375
103,1539402967.4487581,2018-10-13_115607,42.176,-0.16,0.032,0.942,-0.793,-0.122,-0.519,23.624,79.243,-19.43,39.54,1017.830859375
104,1539402967.4631646,2018-10-13_115607,42.152,-0.163,0.032,0.946,-0.809,-0.16,-0.496,23.8,81.896,-19.26,39.54,1017.830859375
105,1539402967.477536,2018-10-13_115607,42.179,-0.161,0.034,0.945,-0.938,-0.221,-0.511,24.681,80.658,-19.43,39.54,1017.838203125
106,1539402967.4918177,2018-10-13_115607,42.176,-0.162,0.036,0.941,-0.786,-0.175,-0.58,23.447,81.896,-19.26,39.54,1017.838203125
107,1539402967.5061808,2018-10-13_115607,42.167,-0.162,0.035,0.947,-0.908,-0.397,-0.435,23.271,80.304,-18.748,39.54,1017.838203125
108,1539402967.5205717,2018-10-13_115607,42.179,-0.161,0.033,0.947,-0.938,0.191,-0.435,23.095,80.835,-21.305,39.54,1017.838203125
109,1539402967.5348816,2018-10-13_115607,42.182,-0.163,0.036,0.941,-0.778,-0.237,-0.496,24.505,80.835,-19.6,39.54,1017.838203125
110,1539402967.5492845,2018-10-13_115607,42.17,-0.162,0.034,0.946,-0.732,-0.282,-0.427,24.681,82.073,-20.112,39.55,1017.828984375
111,1539402967.5636299,2018-10-13_115607,42.191,-0.162,0.035,0.941,-0.809,0.038,-0.633,24.858,81.896,-19.26,39.55,1017.828984375
112,1539402967.5779335,2018-10-13_115607,42.188,-0.163,0.032,0.942,-0.877,-0.221,-0.45,23.8,80.835,-20.282,39.55,1017.828984375
113,1539402967.5923114,2018-10-13_115607,42.176,-0.159,0.033,0.945,-0.832,-0.122,-0.488,25.915,81.188,-19.26,39.55,1017.828984375
114,1539402967.6066718,2018-10-13_115607,42.194,-0.163,0.036,0.945,-0.9,-0.168,-0.526,23.8,80.481,-21.305,39.55,1017.828984375
115,1539402967.6210766,2018-10-13_115607,42.248,-0.162,0.036,0.943,-0.9,-0.114,-0.45,23.8,81.542,-20.623,39.56,1017.841953125
116,1539402967.6355228,2018-10-13_115607,42.191,-0.164,0.034,0.944,-0.786,-0.145,-0.58,22.566,80.304,-19.089,39.56,1017.841953125
117,1539402967.649864,2018-10-13_115607,42.197,-0.163,0.036,0.945,-0.71,-0.183,-0.42,24.329,82.427,-19.43,39.56,1017.841953125
118,1539402967.6641188,2018-10-13_115607,42.188,-0.162,0.033,0.945,-0.877,0.107,-0.587,24.329,81.365,-22.157,39.56,1017.841953125
119,1539402967.6783276,2018-10-13_115607,42.194,-0.162,0.031,0.947,-0.832,-0.267,-0.504,23.976,81.365,-19.089,39.56,1017.82171875
120,1539402967.6926973,2018-10-13_115607,42.224,-0.162,0.034,0.95,-0.732,0.031,-0.542,24.152,81.896,-20.623,39.56,1017.82171875
121,1539402967.7070875,2018-10-13_115607,42.2,-0.164,0.034,0.942,-0.9,-0.046,-0.473,24.505,82.25,-19.941,39.56,1017.82171875
122,1539402967.7215238,2018-10-13_115607,42.218,-0.159,0.036,0.945,-0.778,-0.275,-0.443,24.152,82.603,-19.26,39.56,1017.82171875
123,1539402967.735826,2018-10-13_115607,42.233,-0.162,0.036,0.944,-0.717,0.13,-0.42,23.624,81.719,-19.089,39.56,1017.82171875
124,1539402967.7501123,2018-10-13_115607,42.206,-0.162,0.035,0.944,-0.832,-0.107,-0.519,23.624,79.95,-19.43,39.56,1017.8364453125
125,1539402967.764379,2018-10-13_115607,42.23,-0.161,0.035,0.949,-0.74,-0.214,-0.519,23.624,79.95,-21.475,39.56,1017.8364453125
126,1539402967.778666,2018-10-13_115607,42.221,-0.161,0.034,0.945,-0.862,-0.084,-0.587,24.858,81.896,-19.941,39.56,1017.8364453125
127,1539402967.793396,2018-10-13_115607,42.251,-0.161,0.034,0.943,-0.74,-0.244,-0.504,23.271,81.365,-20.453,39.56,1017.8364453125
128,1539402967.8080237,2018-10-13_115607,42.245,-0.164,0.033,0.943,-0.679,-0.168,-0.427,23.095,81.896,-20.282,39.56,1017.8191796875
129,1539402967.822477,2018-10-13_115607,42.227,-0.161,0.035,0.944,-0.732,-0.053,-0.557,23.8,80.835,-19.6,39.57,1017.8230859375
130,1539402967.8369327,2018-10-13_115607,42.23,-0.161,0.032,0.946,-0.839,-0.214,-0.496,23.976,79.95,-18.407,39.57,1017.8230859375
131,1539402967.8513424,2018-10-13_115607,42.23,-0.161,0.035,0.945,-0.9,-0.092,-0.565,23.624,80.304,-17.726,39.57,1017.8230859375
132,1539402967.8656957,2018-10-13_115607,42.254,-0.161,0.033,0.946,-0.9,-0.137,-0.526,23.976,80.304,-20.112,39.57,1017.8230859375
133,1539402967.8801482,2018-10-13_115607,42.254,-0.164,0.035,0.945,-0.9,-0.114,-0.58,23.624,81.365,-19.771,39.57,1017.862109375
134,1539402967.8945298,2018-10-13_115607,42.257,-0.159,0.032,0.942,-0.862,-0.114,-0.412,24.152,81.188,-20.623,39.57,1017.862109375
135,1539402967.908908,2018-10-13_115607,42.236,-0.163,0.037,0.945,-0.916,-0.015,-0.397,22.566,79.243,-20.453,39.57,1017.862109375
136,1539402967.92324,2018-10-13_115607,42.245,-0.162,0.035,0.942,-0.946,0.076,-0.511,23.095,80.835,-19.26,39.57,1017.862109375
137,1539402967.9375765,2018-10-13_115607,42.233,-0.163,0.034,0.946,-0.839,-0.122,-0.603,25.034,81.365,-19.43,39.57,1017.862109375
138,1539402967.9518313,2018-10-13_115607,42.233,-0.16,0.034,0.947,-0.732,-0.244,-0.412,23.447,81.188,-19.941,39.58,1017.8501953125
139,1539402967.9661472,2018-10-13_115607,42.254,-0.163,0.035,0.941,-0.771,0.061,-0.397,24.329,81.719,-20.112,39.58,1017.8501953125
140,1539402967.9804342,2018-10-13_115607,42.236,-0.163,0.035,0.946,-0.771,-0.183,-0.618,23.624,81.719,-19.089,39.58,1017.8501953125
141,1539402967.9947772,2018-10-13_115607,42.248,-0.16,0.035,0.943,-0.771,0.038,-0.458,24.858,81.542,-18.919,39.58,1017.8501953125
142,1539402968.0091417,2018-10-13_115608,42.245,-0.162,0.034,0.946,-0.87,0.0,-0.542,22.918,79.243,-19.43,39.58,1017.8416015625
143,1539402968.0235069,2018-10-13_115608,42.275,-0.16,0.035,0.942,-0.992,-0.267,-0.412,23.976,81.365,-20.112,39.58,1017.8416015625
144,1539402968.0378544,2018-10-13_115608,42.245,-0.161,0.032,0.948,-0.801,-0.13,-0.587,25.387,80.304,-20.112,39.58,1017.8416015625
145,1539402968.0521371,2018-10-13_115608,42.275,-0.163,0.034,0.938,-0.839,0.092,-0.534,25.034,80.304,-18.748,39.58,1017.8416015625
146,1539402968.0664937,2018-10-13_115608,42.251,-0.162,0.033,0.944,-0.946,-0.32,-0.42,24.505,81.542,-20.623,39.58,1017.8416015625
147,1539402968.0809073,2018-10-13_115608,42.257,-0.16,0.035,0.943,-0.839,-0.084,-0.565,24.681,82.427,-20.453,39.58,1017.85109375
148,1539402968.0951695,2018-10-13_115608,42.248,-0.162,0.036,0.943,-0.748,-0.13,-0.526,25.034,82.073,-20.112,39.58,1017.85109375
149,1539402968.1093102,2018-10-13_115608,42.263,-0.162,0.035,0.944,-0.809,-0.168,-0.458,25.563,82.603,-19.6,39.58,1017.85109375
150,1539402968.1235485,2018-10-13_115608,42.263,-0.16,0.034,0.944,-0.87,-0.214,-0.488,25.739,81.365,-20.112,39.58,1017.85109375
151,1539402968.1378505,2018-10-13_115608,42.257,-0.164,0.035,0.945,-0.877,-0.069,-0.496,23.271,81.012,-19.771,39.58,1017.85109375
152,1539402968.1521797,2018-10-13_115608,42.26,-0.162,0.033,0.942,-0.9,-0.122,-0.542,23.271,80.304,-19.43,39.59,1017.883046875
153,1539402968.1664524,2018-10-13_115608,42.284,-0.163,0.034,0.943,-0.824,-0.114,-0.412,24.329,81.012,-19.089,39.59,1017.883046875
154,1539402968.1807027,2018-10-13_115608,42.269,-0.161,0.034,0.944,-0.946,-0.069,-0.412,23.624,82.427,-20.793,39.59,1017.883046875
155,1539402968.194892,2018-10-13_115608,42.26,-0.163,0.033,0.941,-0.74,0.069,-0.61,25.034,81.719,-19.771,39.59,1017.883046875
156,1539402968.2091925,2018-10-13_115608,42.266,-0.162,0.034,0.948,-0.862,-0.443,-0.496,25.034,81.012,-19.771,39.59,1017.8709765625
157,1539402968.223534,2018-10-13_115608,42.275,-0.162,0.034,0.943,-0.801,0.031,-0.481,23.8,80.127,-19.6,39.58,1017.8670703125
158,1539402968.2377744,2018-10-13_115608,42.275,-0.164,0.035,0.942,-0.801,-0.137,-0.626,23.8,81.188,-19.6,39.58,1017.8670703125
159,1539402968.2520428,2018-10-13_115608,42.278,-0.161,0.033,0.945,-0.809,-0.107,-0.443,23.624,81.719,-20.793,39.58,1017.8670703125
160,1539402968.2662797,2018-10-13_115608,42.26,-0.161,0.035,0.945,-0.763,0.076,-0.435,23.8,81.188,-19.941,39.58,1017.8670703125
161,1539402968.2806659,2018-10-13_115608,42.278,-0.162,0.036,0.943,-0.877,-0.107,-0.603,23.447,81.188,-18.237,39.58,1017.848125
162,1539402968.2950544,2018-10-13_115608,42.257,-0.161,0.035,0.942,-0.824,-0.328,-0.443,24.152,81.896,-20.282,39.58,1017.848125
163,1539402968.3093576,2018-10-13_115608,42.281,-0.161,0.034,0.947,-0.839,-0.29,-0.397,23.624,79.95,-19.089,39.58,1017.848125
164,1539402968.3236654,2018-10-13_115608,42.284,-0.164,0.036,0.944,-0.801,-0.046,-0.504,23.624,79.596,-19.43,39.58,1017.848125
165,1539402968.3379388,2018-10-13_115608,42.254,-0.161,0.033,0.945,-0.755,-0.038,-0.45,23.624,81.012,-19.43,39.58,1017.848125
166,1539402968.352316,2018-10-13_115608,42.251,-0.162,0.035,0.944,-0.801,-0.069,-0.313,23.976,81.012,-18.066,39.59,1017.8503125
167,1539402968.366787,2018-10-13_115608,42.266,-0.163,0.035,0.943,-0.908,-0.168,-0.412,24.858,81.896,-19.6,39.59,1017.8503125
168,1539402968.3811896,2018-10-13_115608,42.272,-0.162,0.036,0.942,-0.854,0.008,-0.496,23.976,81.012,-19.43,39.59,1017.8503125
169,1539402968.395605,2018-10-13_115608,42.278,-0.163,0.035,0.944,-0.992,-0.389,-0.565,24.681,79.95,-20.112,39.59,1017.8503125
170,1539402968.409915,2018-10-13_115608,42.257,-0.16,0.036,0.95,-0.702,0.076,-0.404,24.329,81.719,-19.43,39.59,1017.8485546875
171,1539402968.4243052,2018-10-13_115608,42.242,-0.162,0.037,0.943,-0.763,-0.084,-0.549,25.034,80.658,-20.112,39.59,1017.8525
172,1539402968.4385936,2018-10-13_115608,42.248,-0.163,0.035,0.945,-0.862,-0.206,-0.603,24.152,79.773,-20.282,39.59,1017.8525
173,1539402968.4529917,2018-10-13_115608,42.245,-0.161,0.037,0.943,-0.816,0.0,-0.488,23.976,80.304,-20.453,39.59,1017.8525
174,1539402968.467254,2018-10-13_115608,42.248,-0.163,0.034,0.938,-1.045,-0.092,-0.473,23.8,79.42,-18.919,39.59,1017.8525
175,1539402968.481542,2018-10-13_115608,42.263,-0.162,0.033,0.945,-0.801,-0.198,-0.549,25.034,83.488,-20.112,39.59,1017.8646875
176,1539402968.4959126,2018-10-13_115608,42.272,-0.162,0.033,0.945,-0.854,0.099,-0.557,23.447,80.481,-19.26,39.59,1017.8646875
177,1539402968.5102272,2018-10-13_115608,42.269,-0.162,0.035,0.944,-0.786,-0.099,-0.557,24.858,81.542,-19.941,39.59,1017.8646875
178,1539402968.5245607,2018-10-13_115608,42.287,-0.163,0.035,0.952,-0.931,-0.595,-0.587,23.8,81.188,-20.964,39.59,1017.8646875
